,Track_Name,Track_Id,Artists_All,Artists_IDs,popularity,LengthOfTrack_ms,danceability,energy,loudness,mode_Major1happier,acousticness,valence,tempo,Release_date,album_type
462,NASA,4uTvPEr01pjTbZgl7jcKBD,"('Ariana Grande',)","('66CXWjxzNUsdJxJ2JdwvnR',)",78,182000,0.747,0.458,-6.891,1,0.451,0.47,75.029,2019-02-08,album
463,We Were,6JOeNbZ3X6dtXusG3hkHn8,"('Keith Urban',)","('0u2FHSq3ln94y5Q57xazwf',)",73,189104,0.44,0.803,-6.162,1,0.127,0.633,79.312,2019-05-14,single
464,Baila Baila Baila - Remix,7mWFF4gPADjTQjC97CgFVt,"('Ozuna', 'Daddy Yankee', 'J Balvin', 'Farruko', 'Anuel AA')","('1i8SpTcr7yvPOmcqrbnVXY', '4VMYDCV2IEDYJArk749S6m', '1vyhD5VmyZ7KMfW5gqLgo5', '329e4yvIujISKGKz1BZZbO', '2R21vXR83lH98kGeO99Y66')",82,235284,0.785,0.572,-7.504,1,0.0598,0.49,100.016,2019-04-25,single
465,Whine Up,2pWOMNQJW3g2zmGjP0Vkb0,"('Nicky Jam', 'Anuel AA')","('1SupJlEpv7RS2tPNRaHViT', '2R21vXR83lH98kGeO99Y66')",88,215459,0.817,0.665,-6.224,0,0.0549,0.662,104.957,2019-11-01,album
466,Hell Right (feat. Trace Adkins),3y8xKFhQWc8DARB3fuGMGA,"('Blake Shelton', 'Trace Adkins')","('1UTPBmNbXNTittyMJrNkvw', '79FMDwzZQxHgSkIYBl3ODU')",74,207480,0.551,0.821,-6.16,1,0.0915,0.519,75.979,2019-08-16,single
467,Reasons,4T6QFouj6rIQObxgwt9ELL,"('Luke Combs',)","('718COspgdWOnwOFpJHRZHS',)",73,224293,0.455,0.851,-4.74,1,0.0561,0.667,84.944,2019-11-08,album
468,Blue Collar Boys,0KtxdSPi1ZbDc3wwD2IGF0,"('Luke Combs',)","('718COspgdWOnwOFpJHRZHS',)",73,219920,0.529,0.813,-5.517,1,0.00823,0.79,154.068,2019-11-08,album
469,8,6X29iaaazwho3ab7GNue5r,"('Billie Eilish',)","('6qqNVTkY8uBg9cP3Jd7DAH',)",79,173201,0.735,0.235,-13.239,1,0.698,0.462,62.446,2019-03-29,album
470,shining on my ex,3mBRfojfwsGouVPJHhiVd9,"('bbno$', 'Yung Gravy')","('41X1TR6hrK8Q2ZCpp2EqCz', '2YOYua8FpudSEiB9s88IgQ')",77,140318,0.645,0.487,-8.584,0,0.121,0.618,88.893,2019-11-01,single
471,Phases,3je88Q4OvTqIx7BFRFYvRA,"('PRETTYMUCH',)","('5Y8eJDj37KhaEeqbVO7Ag1',)",77,215759,0.77,0.636,-6.724,0,0.169,0.492,105.93,2019-04-26,single
472,imagine,39LmTF9RgyakzSYX8txrow,"('Ariana Grande',)","('66CXWjxzNUsdJxJ2JdwvnR',)",78,212266,0.729,0.475,-4.985,1,0.378,0.371,62.52,2019-02-08,album
473,GIRL,3y5B5ebFMzEEFqCPOesAXR,"('Maren Morris',)","('6WY7D3jk8zTrHtmkqqo5GI',)",73,250653,0.44,0.793,-3.95,1,0.0677,0.447,143.599,2019-03-08,album
474,REALLY (feat. Stunna 4 Vegas),7vxGCUPJhe0fXfBkwVPFcP,"('DaBaby', 'Stunna 4 Vegas')","('4r63FhuTkUYltbVAg5TQnk', '44IvvHRk2XF243QLA2VOa8')",73,139500,0.943,0.654,-5.175,1,0.0552,0.608,100.091,2019-09-27,album
475,Rebel's Kick It,3hYBu3LRhapDItoL2R5aK2,"('YoungBoy Never Broke Again',)","('7wlFDEWiM5OoIAt8RSli8b',)",73,193951,0.453,0.72,-5.839,0,0.233,0.518,80.788,2019-10-11,album
476,Antisocial (with Travis Scott),1DhRbox3xkceP64k3JeYfW,"('Ed Sheeran', 'Travis Scott')","('6eUKZXaKkcviH0Ku9w2n3V', '0Y5tJX1MQlPlqiwlOH1tJY')",80,161746,0.715,0.823,-5.313,0,0.133,0.91,151.956,2019-07-12,album
477,MEGATRON,1ZDmxwg7Lywlx68b7SsJjj,"('Nicki Minaj',)","('0hCNtLu0JehylgoiP8L4Gh',)",77,190746,0.893,0.641,-3.051,1,0.128,0.771,94.017,2019-06-21,single
478,HBS,0uYMerBHiIHrCv9FHfzUMe,"('Lil Keed',)","('3uJx5SnOM59Li7lCxA3b29',)",74,120306,0.918,0.394,-10.786,0,0.216,0.441,120.016,2019-06-14,album
479,Big Rocks (Offset feat. Young Thug),2JdIqJBbIiwEah4ejqIWGj,"('Quality Control', 'Offset', 'Young Thug')","('6i392l38cR3uBPF0DbNs7S', '4DdkRBBYG6Yk9Ka8tdJ9BW', '50co4Is1HCEo8bhOyUWKpn')",75,144000,0.915,0.474,-7.373,0,0.115,0.523,119.991,2019-08-16,album
480,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),2v5JTeM6hSmi5wWy7jiwrI,"('Lil Peep', 'ILOVEMAKONNEN', 'Fall Out Boy')","('2kCcBybjl3SAtIcwdWpUe3', '3aGFCoR8xGN6DKwvdzeSja', '4UXqAaa6dQYAk18Lv7PEgX')",77,233613,0.741,0.845,-3.568,0,0.15,0.926,129.939,2019-01-31,single
481,Time I'm On,6vWzkhoAp1SF4PEJ0iLKYQ,"('YoungBoy Never Broke Again',)","('7wlFDEWiM5OoIAt8RSli8b',)",72,192012,0.732,0.683,-6.477,1,0.0567,0.583,160.002,2019-10-11,album
482,Suicidal,1iSqfoUFnQwV0QW1EfUit8,"('YNW Melly',)","('1cNDP5yjU5vjeR8qMf4grg',)",64,222997,0.736,0.369,-9.682,0,0.334,0.235,140.005,2019-11-22,single
483,Call You Mine,6IJTc8xo6XasOU8fpxMU57,"('The Chainsmokers', 'Bebe Rexha')","('69GGBxA162lTqCwzJG5jLp', '64M6ah0SkkRsnPGtGiRAbb')",80,217653,0.591,0.702,-5.59,1,0.225,0.501,104.003,2019-11-08,single
484,Have Mercy,0GwYkXgQdqY4dyRffHw3HT,"('YBN Cordae',)","('0huGjMyP507tBCARyzSkrv',)",75,202453,0.794,0.44,-7.861,0,0.0806,0.276,138.024,2019-07-26,album
485,Piece Of Your Heart,1DFD5Fotzgn6yYXkYsKiGs,"('MEDUZA', 'Goodboys')","('0xRXCcSX89eobfrshSVdyu', '2nm38smINjms1LtczR0Cei')",90,152913,0.677,0.744,-6.806,0,0.0404,0.631,124.08,2019-02-01,single
486,Gang Shit,0igHhcoLY0yHVPHiPvGuXx,"('YoungBoy Never Broke Again',)","('7wlFDEWiM5OoIAt8RSli8b',)",72,160987,0.844,0.698,-5.73,1,0.0231,0.683,167.008,2019-10-11,album
487,Purple Emoji (feat. J. Cole),3OJ4LEE50iFELaHiZ09zif,"('Ty Dolla $ign', 'J. Cole')","('7c0XG5cIJTrrAgEC3ULPiq', '6l3HvQ5sa6mXTsMTB19rO5')",75,163754,0.707,0.543,-4.61,1,0.151,0.824,144.18,2019-05-20,single
488,Secreto,5W83ErFkO3aKAIS1WMi6u0,"('Anuel AA', 'KAROL G')","('2R21vXR83lH98kGeO99Y66', '790FomKkXshlbRYZFtlgla')",83,258800,0.807,0.803,-4.156,1,0.602,0.706,91.987,2019-01-15,single
489,"1, 2 Many",6pgN3d6oBrhmrSAKBfWNsf,"('Luke Combs', 'Brooks & Dunn')","('718COspgdWOnwOFpJHRZHS', '0XKOBt59crntr7HQXXO8Yz')",73,180906,0.54,0.821,-3.789,1,0.0397,0.685,148.791,2019-11-08,album
490,Make Believe,6eiztdXRkooWsBt2xToMWI,"('Juice WRLD',)","('4MCBfE4596Uoi2O4DtmEMz',)",74,142025,0.465,0.84,-4.35,1,0.125,0.672,83.981,2019-03-08,album
491,False God,5hQSXkFgbxjZo9uCwd11so,"('Taylor Swift',)","('06HL4z0CvFAxyc27GXpf02',)",77,200306,0.739,0.32,-10.862,0,0.736,0.351,79.97,2019-08-23,album
492,Dear Today,7j3aRaky6Xr1fpuqmB3s4w,"('Luke Combs',)","('718COspgdWOnwOFpJHRZHS',)",73,219733,0.492,0.212,-10.662,1,0.603,0.372,153.015,2019-11-08,album
493,Sixteen,4PkIDTPGedm0enzdvilLNd,"('Ellie Goulding',)","('0X2BH1fck6amBIoJhDVmmJ',)",83,201072,0.669,0.801,-5.445,1,0.268,0.541,109.919,2019-04-12,single
494,Handsome,1xsP6AITcWNigBYBYVnVZw,"('Chance the Rapper', 'Megan Thee Stallion')","('1anyVhU62p31KFi8MEzkbf', '181bsRPaVXVlUKXrxwZfHK')",74,173489,0.869,0.607,-6.192,0,0.025,0.531,160.011,2019-07-26,album
495,Homicide,0Lw6aQcBFWTQ9m4MSwwwes,"('Logic', 'Eminem')","('4xRYI6VqpkE3UwrDrAZL8L', '7dGJo4pcD2V6oG8kP0tJRR')",77,245413,0.722,0.764,-5.656,0,0.145,0.796,139.831,2019-05-03,single
496,Nobody,5TWAIHYaOnYg4txfmCgon5,"('Dylan Scott',)","('78YqeIji3mgAS2K1Maca6x',)",73,160706,0.573,0.747,-6.46,1,0.519,0.645,79.952,2019-04-26,single
497,Drunk Dialing...LODT,0pzWCDSuVRX7m95EFOxVa0,"('Summer Walker',)","('57LYzLEk2LcFghVwuWbcuS',)",74,134440,0.556,0.437,-7.194,1,0.604,0.112,125.662,2019-10-04,album
498,Two Face,5Jd3mfA4OCkaqgzRxa1CIl,"('YNW Melly',)","('1cNDP5yjU5vjeR8qMf4grg',)",63,238656,0.825,0.506,-6.684,1,0.0221,0.265,145.939,2019-11-22,single
499,Bleed It,1JGaV39uhSQd2eAteOxFlF,"('Blueface',)","('3Fl1V19tmjt57oBdxXKAjJ',)",74,145546,0.845,0.76,-6.008,0,0.209,0.516,101.91,2019-08-09,album
500,Before You Go,7ce20yLkzuXXLUhzIDoZih,"('Lewis Capaldi',)","('4GNC7GD6oZMSxPGyXy4MNB',)",80,215106,0.459,0.575,-4.858,1,0.604,0.183,111.881,2019-11-19,single
501,Falling Like The Stars,15xWRPHQMeqgdkGzInx3PY,"('James Arthur',)","('4IWBUUAFIplrNtaOHcJPRM',)",82,212720,0.296,0.351,-9.538,1,0.823,0.19,177.596,2019-05-10,single
502,HP,1LIqNVhaIgxXUt2eVoIQJ3,"('Maluma',)","('1r4hJ1h58CWwUQe3MxPuau',)",85,184435,0.837,0.791,-3.157,0,0.252,0.618,91.98,2019-05-17,album
503,Prayed For You,4j6GMcVcqZf1r0GDqMtYp6,"('Matt Stell',)","('7EekKnlf2HwNaLLpL9Cpgy',)",72,210373,0.6,0.698,-5.86,1,0.0724,0.57,140.032,2019-10-25,album
504,New Every Day,5NwCPmFHJAoKe0PSw2ltJD,"('Luke Combs',)","('718COspgdWOnwOFpJHRZHS',)",73,199293,0.466,0.7,-5.577,1,0.302,0.563,77.087,2019-11-08,album
505,Quizas,5Id5B3dxJZhPcV9GzgYZZe,"('Rich Music LTD', 'Sech', 'Dalex', 'Justin Quiles', 'Lenny Tavárez', 'Feid', 'Wisin', 'Zion')","('2kqUKsTuEj1lPbm6BSn1AU', '77ziqFxp5gaInVrF2lj4ht', '0KPX4Ucy9dk82uj4GpKesn', '14zUHaJZo1mnYtn6IBRaRP', '1pQWsZQehhS4wavwh7Fnxd', '2LRoIwlKmHjgvigdNGBHNo', '3E6xrwgnVfYCrCs0ePERDz', '1pgDilWYDWLoOgGjf1iHNu')",90,216066,0.727,0.815,-2.454,1,0.0258,0.677,176.075,2019-10-11,album
506,Peer Pressure,4RE3vueod5PL48rvHtuu9C,"('James Bay', 'Julia Michaels')","('4EzkuveR9pLvDVFNx6foYD', '0ZED1XzwlLHW4ZaG4lOT6m')",81,176826,0.631,0.715,-6.083,0,0.0299,0.42,135.826,2019-05-10,single
507,By My Lonely,25AEevSO1lu4EKMIP5Sy5p,"('Kevin Gates',)","('1gPhS1zisyXr5dHTYZyiMe',)",73,130612,0.725,0.696,-4.947,0,0.0222,0.443,147.014,2019-09-27,album
508,Every Little Bit Helps,3APKvzQ6xiu7Fcu9Y1EKni,"('Luke Combs',)","('718COspgdWOnwOFpJHRZHS',)",73,247826,0.552,0.874,-4.269,1,0.0118,0.718,121.981,2019-11-08,album
509,Adam Sandler,5icdOB2Rd7bE0YZ1fAQx1P,"('YNW Melly',)","('1cNDP5yjU5vjeR8qMf4grg',)",61,161118,0.82,0.495,-7.968,1,0.31,0.675,142.959,2019-11-22,single
510,Pop Out Again (feat. Lil Baby & Gunna),2VIMXmWUIqhMqg6h5FOFPG,"('Polo G', 'Lil Baby', 'Gunna')","('6AgTAQt8XS6jRWi4sX7w49', '5f7VJjfbwm532GiveGC0ZK', '2hlmm7s2ICUX0LVIhVFlZQ')",74,223786,0.862,0.689,-5.68,1,0.118,0.364,83.964,2019-06-07,album
511,Boys,1ITsmuChPVC05ogvorAyVu,"('Lizzo',)","('56oDRnqbIiwx4mymNEv7dS',)",76,172630,0.891,0.587,-4.281,0,0.00317,0.753,120.029,2019-05-03,album
512,Seeming Like It,0eGvris9sYZMOsTMHT20Td,"('YoungBoy Never Broke Again',)","('7wlFDEWiM5OoIAt8RSli8b',)",72,184843,0.731,0.439,-5.479,1,0.158,0.649,79.824,2019-10-11,album
513,Floating (feat. 21 Savage),4NN6N5TxBO5k9uqu0W4gfQ,"('ScHoolboy Q', '21 Savage')","('5IcR3N7QB1j6KBL8eImZ8m', '1URnnhqYAYcrqrcwql10ft')",75,186826,0.906,0.545,-4.977,0,0.181,0.543,139.932,2019-04-26,album
514,All Dat (with Megan Thee Stallion),2wLgi1dzWpq14678Aoee7a,"('Moneybagg Yo', 'Megan Thee Stallion')","('3tJoFztHeIJkJWMrx0td2f', '181bsRPaVXVlUKXrxwZfHK')",72,143957,0.79,0.773,-3.904,1,0.00553,0.394,120.111,2019-10-10,single
515,I Ain't Lying,40QmDP485PDepnUOGJlbUP,"('YNW Melly',)","('1cNDP5yjU5vjeR8qMf4grg',)",61,195200,0.782,0.415,-10.028,1,0.0404,0.762,150.156,2019-11-22,single
516,Ready,6l7lX8hJXVIUyPrTaabpqk,"('Alessia Cara',)","('2wUjUUtkb5lvLKcGKsKqsR',)",79,178746,0.529,0.496,-6.668,0,0.214,0.588,74.619,2019-07-22,single
517,Pose (feat. Lil Uzi Vert),6e9biVAugkOfydEN8OiJpi,"('Yo Gotti', 'Lil Uzi Vert')","('6Ha4aES39QiVjR0L2lwuwq', '4O15NlyKLIASxsJ0PrXPfz')",73,170156,0.944,0.613,-5.999,0,0.00818,0.328,120.102,2019-08-23,single
518,I Wish Grandpas Never Died,7Dxes6VnfbZYV0S2QTnVuT,"('Riley Green',)","('2QMsj4XJ7ne2hojxt6v5eb',)",72,250413,0.445,0.492,-5.717,1,0.036,0.24,148.013,2019-09-20,album
519,"Left, Right",3gOh1UDmnGWN4wrEcaulri,"('Lil Tecca',)","('4Ga1P7PMIsmqEZqhYZQgDo',)",74,154880,0.741,0.415,-6.775,0,0.318,0.404,87.079,2019-08-30,album
520,Nurse's Office,4fRzunTZ51UC0oNwoVqiKB,"('Melanie Martinez',)","('63yrD80RY3RNEM2YDpUpO8',)",77,202723,0.612,0.651,-8.292,0,0.313,0.556,182.87,2019-09-06,album
521,Cry for Me,40nPimvmG05WYS7983bawZ,"('Camila Cabello',)","('4nDoRrQiYLoBzwC5BhVJzF',)",81,189133,0.721,0.805,-4.134,0,0.05,0.653,118.058,2019-10-04,single
522,Head Blown,0qmWrPu7fiZSXvWfCZxcKl,"('YoungBoy Never Broke Again',)","('7wlFDEWiM5OoIAt8RSli8b',)",72,181995,0.912,0.522,-6.196,0,0.192,0.33,139.898,2019-10-11,album
523,Pa Mí - Remix,7g8YaUQABMal0zWe7a2ijz,"('Dalex', 'Rafa Pabön', 'Khea', 'Sech', 'Feid', 'Cazzu', 'Lenny Tavárez')","('0KPX4Ucy9dk82uj4GpKesn', '11YLRSsZA3YVuQQtHXKTlz', '4m6ubhNsdwF4psNf3R8kwR', '77ziqFxp5gaInVrF2lj4ht', '2LRoIwlKmHjgvigdNGBHNo', '6w3SkAHYPsQ1bxV7VDlG5y', '1pQWsZQehhS4wavwh7Fnxd')",86,360960,0.688,0.62,-8.029,0,0.753,0.727,170.018,2019-05-10,album
524,Borderline,3O8X1DE9btbzy4UH9cSX9a,"('Tame Impala',)","('5INjqkS1o8h1imAzPqGZBb',)",77,274293,0.598,0.71,-6.839,0,0.0476,0.726,97.976,2019-04-12,single
525,Wheels on the Bus,2plUcsOZm6pi1kFUncqLni,"('Melanie Martinez',)","('63yrD80RY3RNEM2YDpUpO8',)",76,220896,0.708,0.618,-6.315,1,0.592,0.563,95.947,2019-09-06,album
526,Time - Edit,1gZFRYcPz3wKevEaNYRwfW,"('NF',)","('6fOMl44jA4Sp5b9PpYCkzz',)",77,230610,0.665,0.703,-3.885,1,0.128,0.257,97.968,2019-07-26,album
527,Refrigerator Door,1rLhKgfBTu7qGEz98IpQxo,"('Luke Combs',)","('718COspgdWOnwOFpJHRZHS',)",72,204240,0.459,0.864,-4.397,1,0.011,0.623,74.87,2019-11-08,album
528,Billboard,2biaamy4vq0hrDpYCHAYjb,"('YNW Melly',)","('1cNDP5yjU5vjeR8qMf4grg',)",60,165405,0.871,0.407,-11.775,1,0.14,0.623,148.023,2019-11-22,single
529,Where The Love At,540u3cwMqJ7IJrhQ9ikcON,"('YoungBoy Never Broke Again',)","('7wlFDEWiM5OoIAt8RSli8b',)",72,196957,0.534,0.661,-7.306,0,0.462,0.594,129.667,2019-10-11,album
530,Lights Up,5aJEh9Oqdz7PRLKTpH25pB,"('Harry Styles',)","('6KImCVD70vtIoJWnq6nGn3',)",73,172213,0.575,0.621,-8.165,0,0.0392,0.27,101.987,2019-11-17,single
531,Dyin Breed,2bGEPdcL80FFHQ3VxcYBJQ,"('Polo G',)","('6AgTAQt8XS6jRWi4sX7w49',)",72,179773,0.77,0.599,-8.663,0,0.0131,0.427,159.966,2019-06-07,album
532,Big Booty (feat. Megan Thee Stallion),3gTK8TzE4on9Xe05QlVIFI,"('Gucci Mane', 'Megan Thee Stallion')","('13y7CgLHjMVRMDqxdx0Xdo', '181bsRPaVXVlUKXrxwZfHK')",73,128995,0.826,0.767,-3.892,1,0.0308,0.436,159.973,2019-10-18,album
533,witchblades,1Z8gpnzgTFQKAwmV43iLBB,"('Lil Peep', 'Lil Tracy')","('2kCcBybjl3SAtIcwdWpUe3', '5g63iWaMJ2UrkZMkCC8dMi')",73,150160,0.642,0.538,-7.206,1,0.0242,0.57,143.921,2019-11-15,album
534,Just Might (with PARTYNEXTDOOR),43IMaycr34ZR5kS8mlL5hH,"('Summer Walker', 'PARTYNEXTDOOR')","('57LYzLEk2LcFghVwuWbcuS', '2HPaUgqeutzr3jx5a9WyDV')",74,205733,0.69,0.377,-7.907,1,0.672,0.18,104.924,2019-10-04,album
535,PROLLY HEARD,0O7mJ0noFBLn8MMUJrFaF1,"('DaBaby',)","('4r63FhuTkUYltbVAg5TQnk',)",72,143225,0.884,0.783,-2.388,1,0.0744,0.929,124.052,2019-09-27,album
536,Got Me (with Ari Lennox & Omen feat. Ty Dolla $ign & Dreezy),4nw0S8MtvcLSpXCS9M8ciL,"('Dreamville', 'Ari Lennox', 'Omen', 'Ty Dolla $ign', 'Dreezy')","('1iNqsUDUraNWrj00bqssQG', '1vaQ6v3pOFxAIrFoPrAcom', '5j1BNsC9xeWGfBVCzzg6fc', '7c0XG5cIJTrrAgEC3ULPiq', '7gWumE1wMALHXANLSIt054')",74,284040,0.664,0.61,-6.432,0,0.145,0.472,76.024,2019-07-05,album
537,Mac 10,4e34Qq2lkp92egwgjacVcT,"('Trippie Redd', 'Lil Baby', 'Lil Duke')","('6Xgp2XMz1fhVYe7i6yNAax', '5f7VJjfbwm532GiveGC0ZK', '06Qf6vq8AVIpE9XIw8LAsY')",73,127741,0.79,0.629,-7.172,1,0.179,0.833,124.063,2019-07-24,single
538,What I Like About You (feat. Theresa Rex),4NSW0Km5ZG60L8FthUebPJ,"('Jonas Blue', 'Theresa Rex')","('1HBjj22wzbscIZ9sEb5dyf', '6t9tbRO9Lv6Oq6xtVwfdrn')",83,220396,0.46,0.8,-3.584,1,0.289,0.553,102.46,2019-03-22,single
539,Mother's Daughter,2WyRfGeHo97VC5mP1BBSzr,"('Miley Cyrus',)","('5YGY8feqx7naU7z4HrwZM6',)",81,219080,0.681,0.865,-4.132,0,0.00464,0.528,91.017,2019-05-31,single
540,Lunchbox Friends,6viCrMdt8zgjOygIuJMC5X,"('Melanie Martinez',)","('63yrD80RY3RNEM2YDpUpO8',)",76,169868,0.696,0.574,-6.899,0,0.404,0.434,93.033,2019-09-06,album
541,Zombie (feat. NLE Choppa & DB Omerta),6vn5wV2qwx5sengy1kZHnJ,"('Kodak Black', 'DB Omerta', 'NLE Choppa')","('46SHBwWsqBkxI7EeeBEQG7', '5sCKWuakYloVbUIhqo5ZCa', '0ErzCpIMyLcjPiwT4elrtZ')",74,168000,0.823,0.659,-3.619,1,0.431,0.452,74.999,2019-10-25,single
542,Slow Dance,5FNS5Vj69AhRGJWjhrAd01,"('AJ Mitchell', 'Ava Max')","('6dn6x1XOng3LOAnfTjUn77', '4npEfmQ6YuiwW1GpUmaq3F')",78,178799,0.692,0.443,-5.671,1,0.214,0.363,127.899,2019-08-09,single
543,My Slime,7zg21FcHyzgMMo6OlXjtBC,"('YNW Melly',)","('1cNDP5yjU5vjeR8qMf4grg',)",59,146151,0.673,0.607,-8.967,1,0.559,0.534,158.049,2019-11-22,single
544,Triggered - Remix,1vXFnAO7zu7n0ErcJmGLZF,"('Jhené Aiko', '21 Savage', 'Summer Walker')","('5ZS223C6JyBfXasXxrRqOk', '1URnnhqYAYcrqrcwql10ft', '57LYzLEk2LcFghVwuWbcuS')",74,231066,0.487,0.439,-11.316,1,0.742,0.369,91.582,2019-10-02,single
545,Kissing Other People,2x3HyOx0Jd9MnlnAQRtIL3,"('Lennon Stella',)","('1cZQSpDsxgKIX2yW5OR9Ot',)",76,161626,0.699,0.663,-5.697,1,0.568,0.379,94.042,2019-11-01,single
546,Kill This Love,18PergoIrGmRyeYxnaXJN2,"('BLACKPINK',)","('41MozSoPIsD1dJM0CLPjZF',)",80,189052,0.738,0.861,-4.141,1,0.32,0.58,131.974,2019-04-05,single
547,SOS (feat. Aloe Blacc),2x0RZdkZcD8QRI53XT4GI5,"('Avicii', 'Aloe Blacc')","('1vCWHaC5f2uS3yhpwWbIA6', '0id62QV2SZZfvBn9xpmuCl')",84,157202,0.802,0.645,-6.181,0,0.272,0.376,100.001,2019-06-06,album
548,OCD (with Dwn2earth),5AebNkVaY2zcdNFCqPBIV7,"('Logic', 'Dwn2earth')","('4xRYI6VqpkE3UwrDrAZL8L', '2ums0zsrtQqsI77ol2KIRt')",74,291706,0.66,0.76,-2.794,1,0.294,0.229,81.952,2019-10-25,single
549,Tongue Tied (with YUNGBLUD & blackbear),20hGTzgOu6U8WPgYg9AtXr,"('Marshmello', 'YUNGBLUD', 'blackbear')","('64KEffDW9EtZ1y2vBYgq8T', '6Ad91Jof8Niiw0lGLLi3NW', '2cFrymmkijnjDg9SS92EPM')",71,185806,0.626,0.825,-2.673,0,0.0239,0.447,93.004,2019-11-13,single
550,What You See Is What You Get,1xIgz2QjA85ZpXiIoj6mMo,"('Luke Combs',)","('718COspgdWOnwOFpJHRZHS',)",72,171920,0.593,0.805,-4.892,1,0.0636,0.845,103.955,2019-11-08,album
551,Rules,0S56ARhyAIZ5OzFX54H2pH,"('Doja Cat',)","('5cj0lLjcoR7YOSnhnX0Po5',)",74,188173,0.604,0.712,-5.53,1,0.141,0.685,71.976,2019-10-24,single
552,Killuminati (feat. Foreign Teck),4jrQ6PZoSYblXYlgXFkUYk,"('YNW Melly', 'Foreign Teck')","('1cNDP5yjU5vjeR8qMf4grg', '5HviKGcHfUcbesgUw0PLzX')",58,159451,0.602,0.528,-7.073,0,0.303,0.621,172.141,2019-11-22,single
553,Surf (feat. Gunna),6igOR5QCn09zAVF2ikZjsV,"('Young Thug', 'Gunna')","('50co4Is1HCEo8bhOyUWKpn', '2hlmm7s2ICUX0LVIhVFlZQ')",73,184093,0.93,0.561,-8.053,1,0.101,0.596,140.987,2019-08-16,album
554,I'm A Star,0XE59c5RaVj7FuoLYqIOWW,"('YNW Melly',)","('1cNDP5yjU5vjeR8qMf4grg',)",58,191999,0.83,0.632,-6.691,0,0.0375,0.316,140.012,2019-11-22,single
555,Over It,0csmcZqM3uTKfjxehw0Lw2,"('Summer Walker',)","('57LYzLEk2LcFghVwuWbcuS',)",73,131106,0.63,0.437,-8.113,0,0.231,0.455,131.996,2019-10-04,album
556,100k,1yZDkDwpNRk3iQ6YTKEsPH,"('YNW Melly',)","('1cNDP5yjU5vjeR8qMf4grg',)",58,173139,0.806,0.71,-6.284,1,0.25,0.606,103.923,2019-11-22,single
557,Lovin' On You,2AxR3AIQxTf6xjxrb9UkH2,"('Luke Combs',)","('718COspgdWOnwOFpJHRZHS',)",72,194866,0.573,0.949,-4.867,1,0.00174,0.524,118.974,2019-11-08,album
558,Trap House (feat. Shoreline Mafia),6ZxX2vmH5WLufcOqenLjfb,"('03 Greedo', 'Shoreline Mafia')","('0FtsMKmZEq8fBWqdSOWtqp', '4tYSBptyGeVyZsk8JC4JHZ')",72,221395,0.737,0.483,-5.845,0,0.116,0.261,97.471,2019-04-19,album
559,Peach,5JRMqkR82k2fdDEAim9SCN,"('Kevin Abstract',)","('07EcmJpfAday8xGkslfanE',)",74,176732,0.646,0.681,-5.847,1,0.683,0.421,131.896,2019-04-25,album
560,Good as You,19kUPdKTp85q9RZNwaXM15,"('Kane Brown',)","('3oSJ7TBVCWMDMiYjXNiCKE',)",72,192053,0.634,0.516,-6.05,1,0.4,0.769,153.831,2019-11-01,album
561,Anything She Says (feat. Seaforth),6LQxv30jh0lCISHsPYwqoy,"('Mitchell Tenpenny', 'Seaforth')","('1p6CdzJRoicjRcSdWoB9Qc', '1ryJB2bhfYjjIt8kqy4BoG')",73,169154,0.612,0.621,-5.657,1,0.169,0.883,185.857,2019-07-25,single
562,Nobody's Around,0Y42Np66Dz33VKgxIcUgOx,"('YNW Melly',)","('1cNDP5yjU5vjeR8qMf4grg',)",58,178000,0.707,0.482,-6.195,0,0.1,0.154,153.992,2019-11-22,single
563,Pose (feat. Megan Thee Stallion & Lil Uzi Vert),57ciWTOKgrXVBxktMJyUB1,"('Yo Gotti', 'Megan Thee Stallion', 'Lil Uzi Vert')","('6Ha4aES39QiVjR0L2lwuwq', '181bsRPaVXVlUKXrxwZfHK', '4O15NlyKLIASxsJ0PrXPfz')",73,226038,0.921,0.73,-3.899,0,0.00466,0.44,120.075,2019-10-18,single
564,I Believe,1vYh9x8UmFTLbXiizk9Qc5,"('Jonas Brothers',)","('7gOdHgIoIKoe4i9Tta6qdD',)",75,217533,0.749,0.774,-6.221,1,0.0857,0.35,99.019,2019-06-07,album
565,"Pink Toes (Offset, DaBaby feat. Gunna)",0W1ZfgXpC23RYQPDq7RM5I,"('Quality Control', 'Offset', 'DaBaby', 'Gunna')","('6i392l38cR3uBPF0DbNs7S', '4DdkRBBYG6Yk9Ka8tdJ9BW', '4r63FhuTkUYltbVAg5TQnk', '2hlmm7s2ICUX0LVIhVFlZQ')",73,217220,0.957,0.767,-5.116,1,0.0525,0.577,110.508,2019-08-16,album
566,Something Real (with London On Da Track & Chris Brown),4otQJBpb8okSeykALR3eCH,"('Summer Walker', 'London On Da Track', 'Chris Brown')","('57LYzLEk2LcFghVwuWbcuS', '5Nf5yishRW9Ye174sJISkg', '7bXgB6jMjp9ATFy66eO08Z')",64,183137,0.685,0.667,-3.837,1,0.0564,0.643,95.518,2019-11-22,single
