,Song,Song_ID,Artists,Artists_Id,Popularity,Lengthofsing_ms,danceability,energy,loudness,Modemajor1_happier,acousticness,valence,tempo,Release_date,Album_type,source,Fear,Trust,Joy,Disgust,Anticipation,Sadness,Suprise,Anger,Negative,Positive
5880,Chanel ,0kCBorRrKZkSztd9m0QI3r,Young Thug,50co4Is1HCEo8bhOyUWKpn,74,201706,0.938,0.5,-10.08,0,0.00183,0.462,140.011,2018-08-17,album,songlyrics.com,0.032520325203252036,0.032520325203252036,0.032520325203252036,0.016260162601626018,0.032520325203252036,0.032520325203252036,0.024390243902439025,0.016260162601626018,0.0813008130081301,0.05691056910569107
5881,i wanna be your girlfriend,3h3pOvw6hjOvZxRUseB7h9,girl in red,3uwAm6vQy7kWPS2bciKWx9,76,204990,0.54,0.381,-14.323,1,0.0217,0.34299999999999997,155.882,2018-03-02,single,genius.com,0.026923076923076925,0.007692307692307693,0.011538461538461539,0.007692307692307693,0.0038461538461538464,0.019230769230769232,0.0038461538461538464,0.011538461538461539,0.026923076923076925,0.026923076923076925
5882,Summer on You,07ipXN6CNTw34qwSYePKpg,PRETTYMUCH,5Y8eJDj37KhaEeqbVO7Ag1,75,205791,0.8109999999999999,0.447,-6.55,1,0.636,0.6940000000000001,99.995,2018-06-21,single,genius.com,0.0,0.006060606060606061,0.012121212121212121,0.0,0.012121212121212121,0.0,0.16969696969696973,0.0,0.16969696969696973,0.012121212121212121
5883,Can't Lie,3qWZuhWi4lsHa7jUwhqfMr,Ali Gatie,4rTv3Ejc7hKMtmoBOK1B4T,76,195066,0.802,0.414,-10.635,1,0.872,0.377,131.952,2018-01-17,single,songlyrics.com,0.029871977240398286,0.03413940256045518,0.022759601706970126,0.015647226173541966,0.02560455192034139,0.02560455192034139,0.005689900426742532,0.01991465149359886,0.04125177809388334,0.044096728307254605
5884,4EVER,5mIOsPuQdXchVY0jB5NO9Q,Clairo,3l0CmX0FuQjFxr8SK7Vqag,74,159595,0.75,0.585,-7.5760000000000005,0,0.049,0.584,102.331,2018-04-27,single,genius.com,0.033854166666666664,0.0234375,0.010416666666666666,0.03906249999999999,0.018229166666666664,0.028645833333333336,0.010416666666666666,0.046874999999999986,0.05468749999999998,0.033854166666666664
5885,Girls Like You ,6FRLCMO5TUHTexlWo8ym1W,Maroon 5,04gDigrS5kc9YWfZHwBETP,83,235545,0.851,0.541,-6.825,1,0.568,0.44799999999999995,124.959,2018-05-30,single,genius.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5886,Remember Me,630Ug0XtmhhFvAKo0PNuEI,UMI,4ClziihVpBeFXNyDH83Lde,74,199226,0.84,0.344,-8.613,0,0.456,0.526,111.994,2018-10-08,single,genius.com,0.0091324200913242,0.0091324200913242,0.0091324200913242,0.0273972602739726,0.0091324200913242,0.0182648401826484,0.0,0.0228310502283105,0.0547945205479452,0.0182648401826484
5887,ASTROTHUNDER,4MXhiYIRDMGAuvZc5IFTwC,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,75,142969,0.7,0.46,-8.111,0,0.142,0.28600000000000003,151.901,2018-08-03,album,genius.com,0.046511627906976744,0.040697674418604654,0.040697674418604654,0.011627906976744186,0.046511627906976744,0.023255813953488372,0.023255813953488372,0.046511627906976744,0.046511627906976744,0.040697674418604654
5888,Hurt Feelings,5p7GiBZNL1afJJDUrOA6C8,Mac Miller,4LLpKhyESsyAXpc4laK94U,74,245640,0.69,0.462,-8.054,1,0.34299999999999997,0.325,157.655,2018-08-03,album,genius.com,0.011627906976744186,0.020930232558139535,0.03255813953488372,0.0069767441860465115,0.0069767441860465115,0.009302325581395349,0.002325581395348837,0.01627906976744186,0.013953488372093023,0.06279069767441861
5889,better off,7bdYxWPCs46dQ0XLwySOyv,Jeremy Zucker,3gIRvgZssIb9aiirIg0nI3,75,193946,0.708,0.322,-12.46,0,0.747,0.46,98.89200000000001,2018-05-04,single,genius.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304
5890,Ghost Town,7vgTNTaEz3CsBZ1N4YQalM,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,74,271386,0.573,0.545,-4.247,0,0.0969,0.297,83.37799999999999,2018-06-01,album,genius.com,0.056603773584905655,0.02641509433962264,0.018867924528301886,0.018867924528301886,0.0037735849056603774,0.02641509433962264,0.0,0.033962264150943396,0.06792452830188679,0.0490566037735849
5891,CLOUT COBAIN | CLOUT CO13A1N,2LNMhZ3YijTO7USmqjgJfG,Denzel Curry,6fxyWrfmjcbj5d12gXeiNV,74,231333,0.794,0.44799999999999995,-4.771,0,0.591,0.588,120.055,2018-07-27,album,songlyrics.com,0.009140767824497258,0.018281535648994516,0.05118829981718466,0.01279707495429616,0.016453382084095063,0.01462522851919561,0.0018281535648994515,0.01462522851919561,0.06032906764168192,0.06581352833638027
5892,Boys Will Be Bugs,67EUBsc4qosGOVbaYy6TeX,Cavetown,2hR4h1Cao2ueuI7Cx9c7V8,74,329049,0.608,0.528,-11.722000000000001,1,0.00387,0.45399999999999996,89.221,2018-12-11,single,genius.com,0.060000000000000005,0.04,0.03333333333333333,0.02,0.04,0.02,0.04,0.013333333333333334,0.04,0.05
5893,This Is It,34DFpyq5NJJ79GnGbbJH3p,Scotty McCreery,6ZV6lGY0prbqpTD0Md8i29,71,230973,0.557,0.511,-6.787999999999999,1,0.254,0.602,156.042,2018-03-16,album,genius.com,0.021551724137931036,0.01293103448275862,0.030172413793103453,0.017241379310344827,0.01293103448275862,0.025862068965517244,0.004310344827586207,0.021551724137931036,0.051724137931034496,0.09051724137931033
5894,Catch Me Outside,4rgwri7LajWVZvdj2N81SS,Ski Mask The Slump God,2rhFzFmezpnW82MNqEKVry,73,145760,0.943,0.677,-6.0329999999999995,1,0.165,0.615,112.001,2018-02-02,album,genius.com,0.02672955974842767,0.009433962264150943,0.004716981132075472,0.0031446540880503146,0.0031446540880503146,0.004716981132075472,0.0015723270440251573,0.028301886792452827,0.03930817610062893,0.015723270440251572
5895,Be Careful,2Yl4OmDby9iitgNWZPwxkd,Cardi B,4kYSro6naA4h99UJvo89HB,73,210787,0.82,0.568,-8.23,0,0.0256,0.535,152.279,2018-04-06,album,genius.com,0.005847953216374269,0.005847953216374269,0.005847953216374269,0.005847953216374269,0.06432748538011696,0.017543859649122806,0.005847953216374269,0.011695906432748537,0.04678362573099415,0.011695906432748537
5896,Same Bitches ,688QpQAwqsLdBR6lr13wK1,Post Malone,246dkjvS1zLTtiykXe5h60,75,212466,0.727,0.774,-5.246,0,0.379,0.21100000000000002,99.932,2018-04-27,album,genius.com,0.017543859649122806,0.010025062656641603,0.017543859649122806,0.005012531328320802,0.02506265664160401,0.010025062656641603,0.005012531328320802,0.010025062656641603,0.03508771929824561,0.03508771929824561
5897,Sue Me,3WVhkjB7Y4xFruqoCAajBb,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,77,179226,0.46,0.809,-5.415,1,0.0422,0.609,157.184,2018-11-09,album,genius.com,0.031746031746031744,0.031746031746031744,0.047619047619047616,0.011904761904761904,0.031746031746031744,0.03968253968253968,0.04365079365079365,0.027777777777777776,0.03571428571428571,0.06349206349206349
5898,Good Girl,5HnXcJJbNXQQ7tRlQ9VN1v,Dustin Lynch,1dID9zgn0OV0Y8ud7Mh2tS,71,189533,0.711,0.696,-5.05,1,0.16,0.6940000000000001,80.512,2018-05-05,single,genius.com,0.024752475247524757,0.016089108910891086,0.012376237623762375,0.033415841584158425,0.02351485148514852,0.02227722772277228,0.012376237623762375,0.042079207920792096,0.06559405940594062,0.03465346534653466
5899,Murda ,2CEXhYY4cGmjyTyZJw7Wo0,YoungBoy Never Broke Again,7wlFDEWiM5OoIAt8RSli8b,71,183681,0.691,0.5660000000000001,-5.212999999999999,0,0.28,0.29100000000000004,147.982,2018-09-21,album,genius.com,0.02222222222222222,0.014814814814814815,0.0888888888888889,0.018518518518518517,0.03703703703703703,0.04444444444444443,0.0,0.003703703703703704,0.051851851851851836,0.11851851851851858
5900,Caro,6it15CsDlkqB7N4lF0C1qM,Bad Bunny,4q3ewBCX7sLwd24euuV69X,78,229455,0.6509999999999999,0.575,-7.739,1,0.627,0.248,160.007,2018-12-23,album,genius.com,0.026809651474530835,0.037533512064343175,0.04557640750670243,0.04557640750670243,0.0509383378016086,0.02412868632707775,0.02412868632707775,0.04021447721179626,0.07774798927613945,0.058981233243967854
5901,Spotlight,6VrCmhRBFnuGKmtNfk4jDs,Marshmello,64KEffDW9EtZ1y2vBYgq8T,77,177600,0.546,0.8220000000000001,-4.4830000000000005,1,0.0145,0.615,150.06,2018-01-12,single,genius.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5902,NO FUN,4sbtM9ORGwmxGkXfctXbJq,Joji,3MZsBdqDrRTJihTHQrO6Dq,74,168417,0.809,0.483,-6.886,1,0.8,0.715,96.97399999999999,2018-10-26,album,genius.com,0.006802721088435374,0.0476190476190476,0.027210884353741496,0.003401360544217687,0.030612244897959183,0.006802721088435374,0.027210884353741496,0.006802721088435374,0.017006802721088433,0.05442176870748297
5903,Happy Now,14sOS5L36385FJ3OL8hew4,Kygo,23fqKkggKUBHNkbKtXEls4,83,211362,0.693,0.575,-6.9979999999999976,1,0.374,0.4920000000000001,117.999,2018-10-26,single,genius.com,0.010186757215619695,0.008488964346349746,0.011884550084889645,0.006791171477079796,0.020373514431239387,0.05432937181663839,0.010186757215619695,0.02546689303904923,0.07979626485568765,0.022071307300509335
5904,Walker Texas Ranger,0eBOVXdnrVQ0rITgKXBAA7,DaBaby,4r63FhuTkUYltbVAg5TQnk,71,151600,0.873,0.682,-5.869,0,0.025,0.799,157.94299999999996,2018-11-02,album,genius.com,0.03076923076923077,0.015384615384615385,0.023076923076923078,0.007692307692307693,0.03076923076923077,0.046153846153846156,0.007692307692307693,0.038461538461538464,0.046153846153846156,0.023076923076923078
5905,Slow Burn,6ET9kf9riLETWs9lePUEAI,Kacey Musgraves,70kkdajctXSbqSMJbQO424,72,246133,0.555,0.43,-9.105,1,0.462,0.27399999999999997,147.613,2018-03-30,album,genius.com,0.017142857142857144,0.011428571428571429,0.011428571428571429,0.011428571428571429,0.005714285714285714,0.011428571428571429,0.011428571428571429,0.04,0.05142857142857143,0.045714285714285714
5906,A Lo Lejos Me Veran,3VHtIuKm8MvOTo81Usu2f5,El de La Guitarra,0LIyZkH7LLbsA9T4YwUnEk,75,148561,0.6940000000000001,0.414,-12.117,0,0.0285,0.941,125.069,2018-01-31,album,genius.com,0.005319148936170213,0.0,0.0,0.005319148936170213,0.0,0.0,0.0,0.005319148936170213,0.010638297872340425,0.0
5907,The Ringer,2jt2WxXMCD4zjACthkJQVE,Eminem,7dGJo4pcD2V6oG8kP0tJRR,76,337941,0.9390000000000001,0.551,-9.126,1,0.0311,0.42,118.552,2018-08-31,album,genius.com,0.009523809523809523,0.04285714285714288,0.022222222222222227,0.0031746031746031746,0.014285714285714284,0.006349206349206349,0.01111111111111111,0.009523809523809523,0.015873015873015872,0.057142857142857176
5908,Promises ,5N5k9nd479b1xpDZ4usjrg,Calvin Harris,7CajNmpbOovFoOoasH2HaY,85,213309,0.7809999999999999,0.768,-5.9910000000000005,1,0.0119,0.486,123.07,2018-08-17,single,genius.com,0.020359281437125752,0.017964071856287428,0.016766467065868266,0.02395209580838324,0.01916167664670659,0.016766467065868266,0.005988023952095809,0.0251497005988024,0.04670658682634728,0.040718562874251484
5909,Ring ,5DfWF0jqMgZDCiu9zJENTA,Cardi B,4kYSro6naA4h99UJvo89HB,73,177139,0.767,0.5429999999999999,-7.881,0,0.049,0.485,106.029,2018-04-06,album,genius.com,0.0,0.03488372093023256,0.06976744186046512,0.0,0.011627906976744186,0.023255813953488372,0.011627906976744186,0.0,0.023255813953488372,0.06976744186046512
5910,Take Back Home Girl ,0N9uZRrJQ3lO5TmInEjLxc,Chris Lane,68abRTdO4meYReMWHvBYb0,71,212106,0.493,0.7959999999999999,-3.971,1,0.39,0.644,159.988,2018-07-13,album,genius.com,0.0,0.019867549668874173,0.013245033112582781,0.013245033112582781,0.006622516556291391,0.0,0.006622516556291391,0.013245033112582781,0.013245033112582781,0.019867549668874173
5911,Bartier Cardi ,0dIoGTQXDh1wVnhIiSyYEa,Cardi B,4kYSro6naA4h99UJvo89HB,72,224284,0.9079999999999999,0.524,-7.955,1,0.0011099999999999999,0.109,138.015,2018-04-06,album,genius.com,0.03137254901960784,0.027450980392156862,0.03529411764705882,0.00784313725490196,0.0196078431372549,0.0392156862745098,0.0196078431372549,0.01568627450980392,0.047058823529411764,0.03137254901960784
5912,1942,794QVQtFNy7hvtjQP1keQd,G-Eazy,02kJSzxNuaWGqwubyUba0Z,73,213080,0.8170000000000001,0.6459999999999999,-5.12,0,0.0152,0.835,162.898,2018-04-13,single,genius.com,0.0,0.002881844380403458,0.005763688760806916,0.0,0.002881844380403458,0.0,0.0,0.0,0.0,0.005763688760806916
5913,Floating ,2vLWF4yFhTHQZVwrPTjH1s,Alina Baraz,6hfwwpXqZPRC9CsKI7qtv1,74,174489,0.66,0.447,-9.026,0,0.81,0.578,84.95,2018-04-06,album,genius.com,0.04979253112033195,0.03319502074688797,0.02074688796680498,0.012448132780082988,0.03734439834024896,0.05394190871369294,0.004149377593360996,0.05394190871369294,0.07883817427385892,0.05809128630705394
5914,Double Up ,4iVD0fTHGxV9JWloujsL3s,Nipsey Hussle,0EeQBlQJFiAfJeVN2vT9s0,72,361280,0.604,0.436,-8.32,1,0.0544,0.239,107.978,2018-02-16,album,genius.com,0.059829059829059825,0.008547008547008548,0.03418803418803419,0.008547008547008548,0.025641025641025644,0.03418803418803419,0.008547008547008548,0.042735042735042736,0.08547008547008546,0.042735042735042736
5915,monster,2FUNBaa5DwItJtYEBgAblU,21 Savage,1URnnhqYAYcrqrcwql10ft,74,233039,0.89,0.607,-6.916,0,0.158,0.22399999999999998,134.02200000000002,2018-12-21,album,genius.com,0.011467889908256881,0.020642201834862386,0.020642201834862386,0.022935779816513763,0.006880733944954129,0.009174311926605505,0.02522935779816514,0.027522935779816515,0.027522935779816515,0.020642201834862386
5916,Golden Hour,0pMfPzdRiPAoSM9yWF4OcT,Kacey Musgraves,70kkdajctXSbqSMJbQO424,71,198453,0.611,0.555,-6.372000000000001,0,0.0952,0.413,88.969,2018-03-30,album,genius.com,0.03036876355748373,0.0021691973969631237,0.004338394793926247,0.04772234273318874,0.008676789587852495,0.03036876355748373,0.010845986984815618,0.04555314533622561,0.07592190889370938,0.008676789587852495
5917,Rubbin off the Paint,6V4KHt9xu4TPEnDFoBeacT,YBN Nahmir,3gGUMEwIX6XodWsYEvKSal,72,159915,0.7340000000000001,0.7509999999999999,-7.26,1,0.0052899999999999996,0.56,161.997,2018-09-07,album,genius.com,0.0058309037900874635,0.05539358600583092,0.023323615160349857,0.0058309037900874635,0.011661807580174927,0.0,0.014577259475218658,0.0,0.0029154518950437317,0.06705539358600585
5918,all my friends,4paAidoE8VAemwU4jgCc6l,21 Savage,1URnnhqYAYcrqrcwql10ft,73,211785,0.713,0.62,-4.513,1,0.171,0.20600000000000002,130.09,2018-12-21,album,genius.com,0.003669724770642202,0.027522935779816515,0.02018348623853211,0.007339449541284404,0.011009174311926606,0.005504587155963303,0.009174311926605505,0.012844036697247707,0.022018348623853212,0.031192660550458717
5919,Boy In The Bubble,60cYr5uuMoxvyuIx45rGEW,Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,74,181705,0.8170000000000001,0.578,-7.579,0,0.22399999999999998,0.851,143.982,2018-11-16,album,genius.com,0.030303030303030297,0.11212121212121219,0.09393939393939398,0.01818181818181818,0.06666666666666665,0.030303030303030297,0.0,0.012121212121212121,0.04242424242424241,0.11212121212121219
5920,Happy Now,4keoy2fqgwGnbWlm3ZVZFa,Zedd,2qxJFvFYMEDqd7ui6kSAcq,82,207029,0.503,0.741,-5.127999999999999,1,0.579,0.45799999999999996,88.335,2018-07-18,single,genius.com,0.03220338983050848,0.011864406779661016,0.006779661016949152,0.022033898305084745,0.028813559322033902,0.028813559322033902,0.022033898305084745,0.04745762711864408,0.06271186440677969,0.03220338983050848
5921,I Wanna Know ,18W92Zm1KjLCbUIszOhpkD,NOTD,5jAMCwdNHWr7JThxtMuEyy,76,197938,0.6609999999999999,0.725,-4.859,1,0.0253,0.605,119.927,2018-03-16,single,genius.com,0.02912621359223301,0.003236245954692557,0.003236245954692557,0.006472491909385114,0.00970873786407767,0.02912621359223301,0.00970873786407767,0.03559870550161813,0.04530744336569581,0.003236245954692557
5922,Miss Me More,5NfJGBAL9mgFPRQxKJmiX2,Kelsea Ballerini,3RqBeV12Tt7A8xH3zBDDUF,71,192840,0.643,0.72,-7.146,1,0.013999999999999999,0.491,96.02799999999999,2018-10-26,album,genius.com,0.055970149253731324,0.007462686567164179,0.014925373134328358,0.014925373134328358,0.007462686567164179,0.04850746268656715,0.0037313432835820895,0.029850746268656716,0.07089552238805967,0.018656716417910446
5923,Southbound,7qXPZxXn6Xmv1sjh03skiW,Carrie Underwood,4xFUf1FHVy696Q1JQZMTRj,71,202853,0.614,0.884,-4.019,1,0.00122,0.721,100.531,2018-09-14,album,genius.com,0.047727272727272736,0.018181818181818184,0.0022727272727272726,0.047727272727272736,0.00909090909090909,0.04545454545454546,0.0022727272727272726,0.05000000000000001,0.047727272727272736,0.029545454545454552
5924,Cold War,6DwiGVCgXGREeCyJZtX7S1,Cautious Clay,6iWuBN32BqCJAeXW6o3nil,72,202597,0.654,0.47,-10.383,0,0.27399999999999997,0.462,77.083,2018-02-21,album,genius.com,0.023972602739726026,0.03767123287671233,0.0,0.010273972602739725,0.017123287671232876,0.030821917808219176,0.0,0.010273972602739725,0.03424657534246575,0.03767123287671233
5925,Zack And Codeine,5lZZmityu9TAjNvSY6GLhR,Post Malone,246dkjvS1zLTtiykXe5h60,74,204360,0.742,0.84,-5.1979999999999995,0,0.14300000000000002,0.287,138.032,2018-04-27,album,genius.com,0.0,0.03846153846153847,0.03254437869822486,0.01775147928994083,0.005917159763313609,0.02366863905325444,0.0029585798816568047,0.01775147928994083,0.02366863905325444,0.04437869822485208
5926,Valuable Pain,61Oo3DUJubecZQosjho6Pp,YoungBoy Never Broke Again,7wlFDEWiM5OoIAt8RSli8b,70,169459,0.525,0.8109999999999999,-5.702000000000001,0,0.23,0.513,169.685,2018-12-20,album,genius.com,0.012411347517730494,0.021276595744680844,0.03191489361702127,0.005319148936170213,0.010638297872340424,0.005319148936170213,0.0017730496453900709,0.015957446808510634,0.015957446808510634,0.03368794326241134
5927,Baila Conmigo ,4Clmg1g8n2yBYG13Z1oSdG,Dayvi,2TWBei99x2tV70bdYbWdAf,85,189817,0.745,0.972,-3.5060000000000002,1,0.00903,0.556,128.031,2018-12-28,single,genius.com,0.011142061281337047,0.05013927576601671,0.055710306406685235,0.008356545961002786,0.04735376044568245,0.013927576601671309,0.013927576601671309,0.011142061281337047,0.016713091922005572,0.10584958217270195
5928,Ned Flanders ,2EUNZfjPToKZIahK0WMLKd,MadeinTYO,5SyGEPymt1G2uto47tVWvZ,72,161013,0.9359999999999999,0.495,-6.062,1,0.0254,0.299,139.951,2018-10-26,album,genius.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5929,Here Tonight,38nVuIj9mi5a8oopOJhSJk,Brett Young,0fiWOxhsBsQQvFDtxUQWo0,71,216533,0.517,0.7759999999999999,-5.271,1,0.0144,0.44799999999999995,96.00200000000001,2018-12-07,album,genius.com,0.009900990099009901,0.0693069306930693,0.08415841584158416,0.0049504950495049506,0.0693069306930693,0.0049504950495049506,0.06435643564356434,0.0049504950495049506,0.024752475247524754,0.1336633663366337
5930,Takin' Shots,5ffntNJnJOeFv7b7DCd0Bw,Post Malone,246dkjvS1zLTtiykXe5h60,74,216746,0.767,0.625,-6.193,1,0.597,0.5770000000000001,120.09200000000001,2018-04-27,album,songlyrics.com,0.03263403263403264,0.01631701631701632,0.011655011655011656,0.023310023310023315,0.025641025641025647,0.023310023310023315,0.009324009324009324,0.02797202797202798,0.05594405594405592,0.02797202797202798
5931,Gonna Love Me,3nXrCAE44KlevAkQB2XWcN,Teyana Taylor,4ULO7IGI3M2bo0Ap7B9h8a,73,166997,0.514,0.506,-7.095,0,0.402,0.312,88.044,2018-06-23,album,genius.com,0.005277044854881266,0.0079155672823219,0.015831134564643797,0.002638522427440633,0.0079155672823219,0.0,0.002638522427440633,0.0,0.010554089709762533,0.06332453825857522
5932,Love Someone,2JqnpexlO9dmvjUMCaLCLJ,Lukas Graham,25u4wHJWxCA9vO0CzxAbK7,78,205463,0.55,0.415,-6.557,0,0.161,0.27399999999999997,172.065,2018-09-07,single,genius.com,0.017857142857142856,0.041666666666666664,0.05952380952380952,0.023809523809523808,0.02976190476190476,0.02976190476190476,0.041666666666666664,0.023809523809523808,0.041666666666666664,0.07738095238095238
5933,Shotgun,4ofwffwvvnbSkrMSCKQDaC,George Ezra,2ysnwxxNtSgbb9t1m2Ur4j,82,201287,0.672,0.735,-4.7330000000000005,1,0.28600000000000003,0.754,115.741,2018-03-23,album,genius.com,0.04210526315789473,0.0,0.0,0.03859649122807017,0.0035087719298245615,0.010526315789473684,0.0,0.03859649122807017,0.03859649122807017,0.014035087719298246
5934,Used to Be,7FjKU2mfpEpvKIbx8naZRk,AJ Mitchell,6dn6x1XOng3LOAnfTjUn77,75,174793,0.47100000000000003,0.474,-6.355,1,0.723,0.262,120.656,2018-05-25,single,genius.com,0.03954802259887005,0.03389830508474576,0.01694915254237288,0.005649717514124294,0.01694915254237288,0.02824858757062147,0.011299435028248588,0.02824858757062147,0.04519774011299435,0.02824858757062147
5935,ABG,1mHLxIGKfmWBdH1bZzO7pW,Quando Rondo,4IprNlQiJZUUJhDl0fL2SL,70,234556,0.722,0.81,-3.395,1,0.48200000000000004,0.937,176.108,2018-05-29,album,genius.com,0.023856858846918492,0.013916500994035783,0.009940357852882702,0.011928429423459242,0.023856858846918492,0.025844930417495034,0.003976143141153081,0.015904572564612324,0.043737574552683886,0.02186878727634195
5936,Not Thinkin' Bout You,2awExtNBABpwOFC78XViJd,Ruel,5xkAtLTf309LAGZTbvULBn,75,188387,0.66,0.35700000000000004,-8.55,0,0.267,0.518,119.835,2018-06-15,single,songlyrics.com,0.014164305949008499,0.0084985835694051,0.025495750708215303,0.014164305949008499,0.04249291784702551,0.014164305949008499,0.014164305949008499,0.014164305949008499,0.028328611898017005,0.031161473087818706
5937,KIKA,6VRwEqn7BvsN0dChfDrMAf,6ix9ine,7gZfnEnfiaHzxARJ2LeXrf,78,136031,0.745,0.715,-3.3680000000000003,0,0.128,0.342,94.51299999999999,2018-11-27,album,genius.com,0.01834862385321101,0.027522935779816515,0.03669724770642202,0.009174311926605505,0.01834862385321101,0.009174311926605505,0.045871559633027525,0.0,0.009174311926605505,0.03669724770642202
5938,Otherside,4qWCFTuNnmGNdY4egtb4ZY,Post Malone,246dkjvS1zLTtiykXe5h60,74,228226,0.652,0.643,-5.6670000000000025,0,0.318,0.109,104.932,2018-04-27,album,genius.com,0.01098901098901099,0.02197802197802198,0.03296703296703297,0.008241758241758242,0.027472527472527476,0.005494505494505495,0.019230769230769232,0.013736263736263738,0.027472527472527476,0.03846153846153846
5939,151 Rum,22WV03i2lBbwNVCE1g671p,JID,6U3ybJ9UHNKEdsH7ktGBZ7,73,156780,0.7559999999999999,0.867,-3.6260000000000003,1,0.155,0.6659999999999999,129.983,2018-11-26,album,genius.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5940,Malibu Nights,0Eqg0CQ7bK3RQIMPw1A7pl,LANY,49tQo2QULno7gxHutgccqF,78,286928,0.5589999999999999,0.42200000000000004,-11.89,1,0.701,0.191,74.002,2018-10-05,album,genius.com,0.01098901098901099,0.02197802197802198,0.012820512820512822,0.018315018315018316,0.01098901098901099,0.01098901098901099,0.003663003663003663,0.020146520146520148,0.025641025641025644,0.03113553113553114
5941,Goat,5HFCFmjuSubniEXnFOpiZG,Lil Tjay,6jGMq4yGs7aQzuGsMgVgZR,71,238133,0.841,0.6779999999999999,-6.962999999999999,0,0.14800000000000002,0.493,137.02,2018-12-21,single,genius.com,0.00398406374501992,0.0,0.00398406374501992,0.00398406374501992,0.0,0.00398406374501992,0.0,0.00398406374501992,0.00398406374501992,0.00796812749003984
5942,Sugar Wraith,0MrRAUcB8AZiB9ue2VOBYe,Post Malone,246dkjvS1zLTtiykXe5h60,74,228146,0.6,0.767,-4.232,0,0.26,0.29100000000000004,164.079,2018-04-27,album,genius.com,0.06333333333333334,0.0,0.016666666666666666,0.06333333333333334,0.006666666666666667,0.07333333333333332,0.0033333333333333335,0.060000000000000005,0.09999999999999994,0.02
5943,Violent Crimes,3s7MCdXyWmwjdcWh7GWXas,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,73,215320,0.669,0.419,-6.724,0,0.376,0.0397,109.81299999999999,2018-06-01,album,genius.com,0.04719101123595504,0.02921348314606742,0.03595505617977528,0.02471910112359551,0.044943820224719086,0.02471910112359551,0.013483146067415732,0.02921348314606742,0.05617977528089885,0.04943820224719099
5944,Elimination,5wPhznwiMGc1tUojiEkAkG,JayDaYoungan,0E3pLs4jXz9tDQGY8m1A1d,69,154560,0.755,0.517,-9.804,0,0.754,0.6990000000000001,129.02700000000002,2018-07-15,album,genius.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5945,Smack A Bitch,1nrsFfACPG4Hnw5AuOpCND,Rico Nasty,2OaHYHb2XcFPvqL3VsyPzU,72,138352,0.703,0.7,-2.417,1,0.0055,0.34,169.861,2018-01-17,single,genius.com,0.032388663967611336,0.02834008097165992,0.03643724696356275,0.004048582995951417,0.06882591093117406,0.024291497975708502,0.020242914979757085,0.012145748987854251,0.040485829959514164,0.040485829959514164
5946,Otra Noche en Miami,4vCAzANUWDE24URV6wQ4ra,Bad Bunny,4q3ewBCX7sLwd24euuV69X,78,233128,0.514,0.6459999999999999,-8.833,1,0.19699999999999998,0.297,88.661,2018-12-23,album,genius.com,0.09629629629629632,0.06296296296296294,0.05925925925925924,0.007407407407407408,0.02592592592592592,0.007407407407407408,0.0,0.011111111111111112,0.02222222222222222,0.15185185185185196
5947,Blame It On Me,1ZemPoaj7LBj1RAQrb89EC,Post Malone,246dkjvS1zLTtiykXe5h60,74,261800,0.652,0.591,-7.274,0,0.145,0.27399999999999997,121.87299999999999,2018-04-27,album,genius.com,0.017094017094017096,0.017094017094017096,0.017094017094017096,0.008547008547008548,0.017094017094017096,0.021367521367521368,0.0,0.021367521367521368,0.05128205128205127,0.017094017094017096
5948,Love You Too Late,52MNypbTWiwybwzhXvsPk5,Cole Swindell,1mfDfLsMxYcOOZkzBxvSVW,70,204720,0.542,0.797,-4.45,0,0.0011099999999999999,0.593,113.95,2018-08-17,album,genius.com,0.01937984496124031,0.011627906976744186,0.007751937984496124,0.01937984496124031,0.003875968992248062,0.03875968992248062,0.0,0.01937984496124031,0.06201550387596899,0.011627906976744186
5949,Me Too,3yXFcbGxFn2au5q3pShkAe,Kevin Gates,1gPhS1zisyXr5dHTYZyiMe,69,202300,0.726,0.605,-5.002,1,0.152,0.36,139.233,2018-09-28,album,genius.com,0.0,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.0,0.02459016393442623,0.0,0.01639344262295082,0.01639344262295082,0.04098360655737705
