,Track_Name,Track_Id,Artists_All,Artists_IDs,popularity,LengthOfTrack_sec,danceability,energy,loudness,mode_Major1happier,acousticness,valence,tempo,album_type
7355,Buy That Man A Beer,4wNVYLmFhhBIhBeA2VgmJ4,"('Jon Pardi',)","('4MoAOfV4ROWofLG3a3hhBN',)",55,195.694,0.537,0.79,-3.587,1,0.0651,0.964,201.946,album
7356,Drove Me to the Whiskey,6S3vFnpsaCfYdTBaapULXO,"('Casey Donahew', 'Jaime Pierce')","('4bbloxL2d1IeYwuT2eIgib', '2dXVN2wCfu9YMqST6o1qyU')",55,200.12,0.484,0.326,-8.704,1,0.74,0.398,139.776,album
7357,Prison,0SDqayZqlrPBGy59KLEG5e,"('Wage War',)","('6bu7CtcOMWcS0BMq7snHW6',)",58,168.64,0.554,0.986,-2.38,0,0.000692,0.459,113.541,album
7358,Lesson on Counting,76fY0vhiDWoyZZ48JH3ulF,"('quickly, quickly',)","('5XTn5Az9AcSKu0oaauC5ES',)",60,137.142,0.649,0.873,-6.099,1,0.375,0.848,125.424,single
7359,Moana,2vhHrCZqTtZO7GrUJ18pTH,"('YungManny',)","('03T8GHHcCEtcfnjbP5aHLg',)",57,155.061,0.827,0.693,-8.183,1,0.318,0.47,130.027,album
7360,anhelo,7dgNKgQTOXvDyL4oX1xrZ3,"('Ezechiel Almonte',)","('0v5fZ2O6PA8HBHeiIALNx9',)",62,212.874,0.364,0.0186,-29.644,1,0.98,0.0403,128.533,single
7361,I’m Good,0mEFqF30sAoUNKBgCQcsn0,"('GRiZ',)","('25oLRSUjJk4YHNUsQXk7Ut',)",56,230.01,0.605,0.725,-7.337,1,0.00143,0.763,160.007,album
7362,Misty,2vCFOb6JLg3nUDATx1yuXR,"('Sofia Rojic',)","('20FCkaCn7rBbuKyy1dDC9l',)",62,266.268,0.388,0.0706,-19.837,1,0.984,0.162,64.178,single
7363,Colourblind,5fmBkJa4mTezkJq8B1TgSn,"('Tones and I',)","('2NjfBq1NflQcKSeiDooVjY',)",70,206.094,0.493,0.154,-9.996,0,0.729,0.115,98.38,single
7364,Matthew,10W8eYYfSEgq6aTU3dkWkw,"('Tyler Childers',)","('13ZEDW6vyBF12HYcZRr4EV',)",55,253.906,0.298,0.315,-7.848,1,0.68,0.312,173.808,album
7365,Get Away,0sfDMsYTbwKYNSqd7SPqRn,"('BJ The Chicago Kid', 'JID', 'Buddy', 'Kent Jamz')","('07d5etnpjriczFBB8pxmRe', '6U3ybJ9UHNKEdsH7ktGBZ7', '6PDLwWvgYNMfBRLqC1h5cJ', '4JgGhWEWcKIyT84mknHP2w')",57,283.796,0.868,0.545,-6.71,1,0.257,0.55,117.568,album
7366,Back to Life,1s3YrMvvEo4BADEelWfugR,"('Sofasound',)","('3pOOUcLNTiZ8nljgMJDXQ6',)",61,135.319,0.409,0.34,-13.126,1,0.82,0.405,80.363,single
7367,Fishscale,0UyKtU3KuPsuSIr96c4eTu,"('Sueco the Child',)","('4iDroUFo89Y7YBsdDTBmTD',)",58,149.333,0.731,0.561,-4.568,0,0.714,0.163,89.98,single
7368,First Time (feat. Dylan Matthew) - Acoustic,4s9Na0ywXodZXScgvXmJop,"('Seven Lions', 'SLANDER', 'Dabin', 'Dylan Matthew')","('6fcTRFpz0yH79qSKfof7lp', '20DZAfCuP1TKZl5KcY7z3Q', '7lZauDnRoAC3kmaYae2opv', '6d0ZjIp5L7Ygy2l02HskRX')",57,251.932,0.558,0.337,-8.414,1,0.92,0.397,143.784,single
7369,say it first,0XSncrobBZoW1A0bFh8Ttx,"('ROLE MODEL',)","('1dy5WNgIKQU6ezkpZs4y8z',)",55,159.48,0.799,0.398,-5.838,1,0.142,0.388,93.933,single
7370,Til I Don't,6TSlbHp7Vx4wZ0Rqciwn5v,"('Mokita',)","('3sKeaby6GMSJWgYueZaSjE',)",62,126.7,0.766,0.394,-7.451,1,0.0582,0.816,160.079,single
7371,Myrdal-Flam,5qoUtJVdcNWR3EndlthjYH,"('Jorulf',)","('6x2A1plCACc4NHUpQm90EO',)",63,118.188,0.388,0.04,-23.131,1,0.978,0.0461,106.176,single
7372,Love Like That,3sExIYzfZX7TxzWs9ki1Of,"('Snoh Aalegra',)","('1A9o3Ljt67pFZ89YtPPL5X',)",59,195.846,0.635,0.614,-7.226,0,0.0102,0.631,165.92,album
7373,Crying Out For Help,36NvDXCkBYuSbs55kP2gkP,"('JayDaYoungan',)","('0E3pLs4jXz9tDQGY8m1A1d',)",54,133.467,0.694,0.602,-6.303,0,0.33,0.549,154.918,album
7374,What I Got,64VbcI5RTIKv9j9DF7NmyQ,"('Sublime',)","('0EdvGhlC1FkGItLOWQzG4J',)",0,171.08,0.801,0.694,-7.52,1,0.0152,0.635,95.63,album
7375,The Light of Day,214O1Gcgv9lCWJoley3Ttg,"('Chymeris',)","('2WuwBckoWivO9e7DgRFt6F',)",63,167.386,0.197,0.106,-19.51,1,0.96,0.0623,83.262,single
7376,"Violin Sonata No. 3 in E Flat-Major, Op. 12 No. 3: III. Rondo. Allegro molto",12Ocl5NQqlCGPTe4DEiJMs,"('Ludwig van Beethoven', 'Lorenzo Gatto', 'Julien Libeer')","('2wOqMjp9TyABvtHdOSOTUS', '4gU7uNae8Zikqfpl8v4IRm', '2CYln1Fao8uZyU3QX4tycQ')",40,259.813,0.446,0.325,-14.918,1,0.98,0.71,138.531,album
7378,hello!,7a2IJHzw9WJjoknwdnCop0,"('ROLE MODEL',)","('1dy5WNgIKQU6ezkpZs4y8z',)",56,188.546,0.791,0.462,-4.023,1,0.505,0.556,125.913,single
7379,You Had Your Soul With You,453xpk4hea68C8HG4y0DdK,"('The National',)","('2cCUtGK9sDU2EoElnk0GNB',)",62,206.28,0.521,0.777,-5.824,1,0.0194,0.276,154.007,album
7380,Another Man's Treasure,4Ktt7KjXrAKvJ8OkarXhaU,"('Josh Melton',)","('5l5SDQs2xyEidWQOw3ro6T',)",56,194.466,0.55,0.691,-4.826,1,0.629,0.902,172.101,single
7381,hand crushed by a mallet,0XWTLNFUHKMfUuTlWqHkeO,"('100 gecs', 'Dylan Brady', 'Laura Les')","('6PfSUFtkMVoDkx4MQkzOi3', '2Cm6C9PNHioyjRKBfO7n9N', '3sklFG9fuDAq3vbIZlkNH6')",57,126.616,0.659,0.473,-7.306,0,0.274,0.788,84.505,album
7382,Crazy Enough,1kVxCiSSA24IBdQIwOPVhN,"('Julie Bergan',)","('2Tg0aF5cbZktYFzgR1iAKv',)",63,191.724,0.59,0.473,-5.851,1,0.222,0.336,143.683,single
7383,The Trees That Blow No More,6R2xwpl2sTrDjY3IVVvrgY,"('Josh Kramer',)","('2stOL2fH4SxcTNg7RXo9AG',)",63,179.248,0.465,0.0963,-23.179,0,0.993,0.532,106.352,album
7384,Sheltering From a Caribbean Thunderstorm,48xpHm5Yvxu1AgpHK4USsE,"('Ambiworld',)","('5iZR4UKrhE03RTdCSJo6eG',)",58,360.211,0.0566,0.655,-24.693,1,0.0447,1e-05,67.287,album
7385,Tirando la H,0SLnqaBaYLFH3ncId7ClCU,"('Esteban Gabriel',)","('6RPeBghYnSwGV6FOw7huuN',)",54,119.333,0.61,0.748,-4.232,1,0.0343,0.741,68.398,single
7386,Baby Don't Talk,1Fxx8kShVR8ZwVhZ85zvyC,"('LÉON',)","('4SqTiwOEdYrNayaGMkc7ia',)",58,186.734,0.759,0.886,-4.008,1,0.065,0.786,119.975,album
7387,Acceptance,303e6fTCQ5d3ljcg1TQrkC,"('Johann Eder',)","('0aCbxLi0ypSIj30oAT4T3o',)",62,174.277,0.236,0.0514,-23.695,1,0.975,0.0759,74.656,single
7388,Lijepo,3W7N2Nl2KaW2eNvDOjtat7,"('Danko Debeljak',)","('063kDPe0ewtsfXY8RfFBlb',)",63,131.5,0.294,0.056,-22.466,0,0.993,0.304,186.361,single
7389,HIPPOPOTAMUS,43eGOMROgyl9EhKHBMgtim,"('Comethazine',)","('1iJdyDcY98X3GMnUesl7tf',)",57,102.978,0.805,0.778,-6.279,1,0.254,0.969,139.828,album
7390,Down In Flames,4OGj4cwoDvyMOPZa2mnaiB,"('AJ Mitchell',)","('6dn6x1XOng3LOAnfTjUn77',)",62,200.72,0.543,0.538,-6.78,0,0.355,0.351,169.978,single
7391,Love With A Quality,6F9DPkjP6Tbz9FLgLyYgX6,"('KAROL G', 'Damian Marley')","('790FomKkXshlbRYZFtlgla', '3QJzdZJYIAcoET1GcfpNGi')",67,223.76,0.849,0.752,-3.756,0,0.0646,0.586,101.018,album
7392,Change Up,25SfpbLWuDoVo4z6NUDZmX,"('Danny Brown',)","('7aA592KWirLsnfb5ulGWvU',)",58,161.269,0.683,0.654,-7.437,1,0.0564,0.317,89.033,album
7394,Country Boy,7G8BwGbcr95UD6M3kh41Yp,"('NoCap',)","('4PNHuWkk4ee6R8WEhFVPf5',)",42,167.026,0.637,0.478,-8.768,0,0.109,0.555,107.705,album
7395,From Whom All Blessings Flow (Doxology),6YUOcx1qDtxHSwkCviCtoF,"('Hillsong Worship',)","('3SgHzT552wy2W8pNLaLk24',)",55,288.92,0.317,0.459,-7.871,1,0.138,0.113,145.045,album
7396,Falling Stars,6nx6oC4HgnZOxC4dgsPiIU,"('Delle Alpi',)","('6F3AbMb1nVGlPROQ0nQBqU',)",62,158.423,0.261,0.0257,-25.711,1,0.956,0.0795,72.323,single
7397,"Made In France (with Tchami & Malaa, feat. Mercer)",0E3L4BNuUlZyvcZyySTfKr,"('DJ Snake', 'Tchami', 'Malaa', 'Mercer')","('540vIaP2JwjQb9dm3aArA4', '1KpCi9BOfviCVhmpI4G2sY', '7w1eTNePApzDk8XtgykCPS', '7aSsnDTH11xS2yIn6cNtsF')",65,251.428,0.836,0.949,-4.127,0,0.00295,0.506,126.007,album
7399,Words Ain't Enough,5hFGGQukKw4vKgxRg3KeBC,"('Tessa Violet',)","('5DD5GZd4ElmQTy9NleMvKJ',)",60,124.365,0.789,0.212,-11.85,1,0.853,0.25,110.527,album
7400,Kaleidoscope (Feat. Crystalline),10dLRZ7GCIXEuUuONkNcxI,"('Champagne Drip', 'Crystalline')","('3mVwDyQRNVMy3ZNuTabf6f', '6lxVE44Zjoj1N4j2HhSytE')",55,211.875,0.613,0.685,-6.054,1,0.00701,0.122,127.991,single
7401,Flying or Crying,4Sc1xiCvTuCwgv3hmK6lNQ,"('Zach Bryan',)","('40ZNYROS4zLfyyBSs2PGe2',)",55,169.961,0.727,0.168,-12.822,1,0.81,0.51,103.595,album
7402,Sad Rappers,52bj3WpsQgmroEejgUYvEM,"('Tom MacDonald',)","('6DvlemMOlMH6VD9tB7BPRf',)",57,190.918,0.798,0.721,-4.964,1,0.0471,0.41,104.943,single
7403,Extravagant (feat. Nicki Minaj),3NdVHmdW01RuPiOHSS5x38,"('Lil Durk', 'Nicki Minaj')","('3hcs9uc56yIGFCSy9leWe7', '0hCNtLu0JehylgoiP8L4Gh')",56,284.64,0.758,0.537,-5.3,0,0.0126,0.279,121.996,album
7404,Come Get It (feat. FYB),5rdp4CjBvPfAmiziHPLxVH,"('Jacquees', 'FYB')","('4tMm1dU6Gn04VAZ9ClHcIZ', '754iPWFdEFb2qPqO5Nd97j')",58,264.84,0.813,0.479,-7.047,1,0.388,0.688,128.471,album
7405,Surefire,2N2gukfZet8Oe4aYR5Apd6,"('Wilderado',)","('1Tp7C6LzxZe9Mix6rn4zbI',)",58,240.252,0.675,0.688,-5.116,1,0.00062,0.318,126.032,single
7406,First Day In,7bGScKKX41XQHBIA4U1IeG,"('NoCap',)","('4PNHuWkk4ee6R8WEhFVPf5',)",42,155.663,0.74,0.626,-7.135,0,0.103,0.588,90.654,album
7407,"Symphony No. 9 in D Minor, Op. 125 ""Choral"": II. Scherzo. Molto vivace - Presto",5PzsPOuseBQfq7nnKEswMB,"('Ludwig van Beethoven', 'Bavarian Radio Symphony Orchestra', 'Bernard Haitink')","('2wOqMjp9TyABvtHdOSOTUS', '74gWOpgM97HU3Mn8A8d0Vm', '13F9LNBUeRx3FYLr96Bge1')",39,932.272,0.364,0.117,-23.6,0,0.974,0.226,152.492,album
7408,supine,7IMGJM5S0YYcQhvtdeJH14,"('Teodor Wolgers',)","('150sLjaVg4A3g4M0Pvs4Qr',)",62,208.0,0.533,0.0608,-30.09,1,0.993,0.527,95.974,single
7409,Capitalism,5QclR80NBCZW9J3CR8tS91,"('Worldxpeace',)","('5QB8GM8bm28mgW7gPIxh5D',)",54,44.226,0.593,0.753,-7.017,0,0.237,0.638,81.979,single
7410,You Remind Me (feat. Stanaj),1br1KHZHkKhCcjz6sHysT5,"('Gryffin', 'Stanaj')","('2ZRQcIgzPCVaT9XKhXZIzh', '3zrUX1hQrUB9aXcOiyQLmN')",58,216.799,0.573,0.903,-3.703,0,0.11,0.425,128.935,album
7411,Te Amare,0FZHtd4koAwOygHbltSYxV,"('Yandel',)","('0eHQ9o50hj6ZDNBt6Ys1sD',)",63,241.813,0.764,0.613,-5.628,0,0.0662,0.253,97.036,album
7412,Call Me Country,111L2CcGRbWfDLSO3tclyK,"('Jon Pardi',)","('4MoAOfV4ROWofLG3a3hhBN',)",55,229.546,0.498,0.784,-4.58,1,0.00227,0.499,151.891,album
7413,Waterfalls - A Capella,24N2EWUikPhw42eZkHi11i,"('TLC',)","('0TImkz4nPqjegtVSMZnMRq',)",40,244.641,0.754,0.193,-16.202,1,0.759,0.541,172.024,single
7414,Minds Traversed,5OxLsoveEfCtK2M3CuqCd7,"('Spirits Of Our Dreams',)","('2RmEoDzAVo3AKLolGZ1Uss',)",62,250.933,0.249,0.408,-11.078,1,0.916,0.052,77.922,single
7415,DFR,1WscBlmeR91bbiB0VjJWTM,"('Dillon Francis',)","('5R3Hr2cnCCjt220Jmt2xLf',)",48,152.343,0.57,0.96,-2.891,1,0.00031,0.53,128.02,album
7416,Jesus Got a Tight Grip,4JJZLUYgFwUTDdAMjtEfAc,"('Blake Shelton',)","('1UTPBmNbXNTittyMJrNkvw',)",56,199.813,0.489,0.849,-5.656,1,0.00842,0.649,75.991,single
7418,Carried Away,7dA5TuziQNiseDqFTyVWzi,"('H.E.R.',)","('3Y7RZ31TRPVadSFVy1o8os',)",59,221.973,0.698,0.642,-7.477,1,0.213,0.53,157.905,album
7419,Watch What Happens Next,5EjlWLJkTWWQj4CkUOU4zx,"('Waterparks',)","('3QaxveoTiMetZCMp1sftiu',)",58,163.053,0.449,0.953,-4.01,0,0.0576,0.801,129.032,album
7420,Hardly,7EtAE242kivzlxxOAL29bS,"('Future',)","('1RyvyyTE3xzB2ZywiAwp0i',)",57,157.72,0.595,0.645,-4.872,1,0.0866,0.205,134.941,album
7421,Personal Lies,3BjQX42wrf1Ie1AopSnUGV,"('Djo',)","('5p9HO3XC5P3BLxJs5Mtrhm',)",58,299.546,0.618,0.546,-8.015,1,0.0102,0.576,110.049,album
7422,Ever Lovin' Hand,3R6c8mU0KUlUvEin4cJ2OJ,"('Tyler Childers',)","('13ZEDW6vyBF12HYcZRr4EV',)",55,278.573,0.573,0.815,-6.995,1,0.18,0.737,96.455,album
7423,All For Us,1VNRj42vX5uNMabyKbE8sI,"('Labrinth',)","('2feDdbD5araYcm6JhFHHw7',)",59,212.248,0.526,0.602,-6.619,1,0.185,0.209,141.978,single
7424,Lil Mama,07zL0LP8Xt2CCM8MXA5PJh,"('Miles Wesley', 'Trevor Daniel')","('4WhfepOctZk2kVISWeeNo3', '7uaIm6Pw7xplS8Dy06V6pT')",62,171.71,0.673,0.688,-4.558,0,0.297,0.428,123.133,single
7425,Cry,0Qr61NXlyAeQaADO5xn3rI,"('Cigarettes After Sex',)","('1QAJqy2dA3ihHBFIHRphZj',)",54,256.8,0.409,0.399,-10.456,1,0.763,0.161,142.823,album
7426,A Seat,07IBaCvg4ommhmahLRHLT5,"('Arin Ray',)","('6TvjXbopXg71XRM9OZWqUc',)",60,262.925,0.754,0.359,-7.732,1,0.104,0.468,113.97,single
7428,Ready Set - Reprise,7cNNav7aMiBJo8jKcC69vv,"('Rob McClure', 'Kerry Butler')","('1e2mD3JWDLdFFWuOku9gBc', '4GDiwGz4YZDRaYzMJ3jPWi')",58,58.849,0.494,0.514,-6.865,1,0.475,0.854,153.99,compilation
7429,In Bloom,1ve6TCi0O78ypM3pyeXyYy,"('Pim Miles',)","('3z6OaFpSGrLQmmDtvL0Zyr',)",60,175.738,0.149,0.0765,-25.598,1,0.852,0.0367,65.404,single
7430,No Regrets (feat. Krewella),58hjBuGWj43LQ6WjN3ZQAK,"('KSHMR', 'Yves V', 'Krewella')","('2wX6xSig4Rig5kZU6ePlWe', '47BEc2RoW53owMyxacXWdV', '0Cd6nHYwecCNM1sVEXKlYr')",68,184.0,0.33,0.793,-4.628,0,0.0618,0.279,180.162,single
7431,Destiny,6oS5qBlnci7unQjdLiok41,"('Mamamoo',)","('0XATRDCYuuGhk0oE7C0o5G',)",61,247.6,0.562,0.793,-4.647,1,0.473,0.235,131.917,album
7432,MARY JANE,1RqpijoxxQJ9FWS1V56DeE,"('Night Lovell',)","('2y246nnP9pQT0E6v3ZMMOO',)",63,214.925,0.699,0.489,-9.461,0,0.365,0.0739,134.017,album
7433,Levels,1vK3ar8xOfKI60PDiYpjQJ,"('Nick Jonas',)","('4Rxn7Im3LGfyRkY2FlHhWi',)",0,167.693,0.432,0.656,-4.669,0,0.0488,0.66,199.232,album
7435,Don't Know How To Keep Loving You,3bt6gBOA41MHQfXy0Jf855,"('Julia Jacklin',)","('12fRkVfO2fUsz1QHgDAG3g',)",54,332.986,0.589,0.419,-6.524,0,0.213,0.154,132.121,album
7436,City Rollin',3qUp9Bx0WmQuVKdeMFEHx1,"('NFL Toon',)","('4MeXzGlRqNEfv5Vc56zkHB',)",54,215.353,0.849,0.489,-7.479,0,0.55,0.631,88.092,album
7437,AFTER YOU,1V6kjI8AMCH8paMeD2mkOu,"('Meghan Trainor',)","('6JL8zeS1NmiOftqZTRgdTz',)",62,206.354,0.53,0.343,-6.897,1,0.76,0.173,86.019,single
7438,Every Little Thing,6NDJGZV5U7LK1Jl9Gd8Jnf,"('Hillsong Young & Free', 'Andy Mineo')","('7m4gF38CPATtHrk5HS42WZ', '1TMrnxBwZfmfRxsGzkNIHw')",55,202.878,0.495,0.727,-5.155,1,0.0494,0.391,77.51,single
7439,High Steppin',099L0yzX4UHJip4WwfxluS,"('The Avett Brothers',)","('196lKsA13K3keVXMDFK66q',)",55,201.453,0.652,0.617,-5.152,1,0.0722,0.134,85.637,album
7441,"Piano Sonata No. 1 in F Minor, Op. 2 No. 1: II. Adagio",4iuZNKVhcjU1NgGJswUh8v,"('Ludwig van Beethoven', 'Tamas Erdi')","('2wOqMjp9TyABvtHdOSOTUS', '24Ly9VhxsWfoC2tybv1E16')",38,308.533,0.316,0.0236,-30.225,1,0.993,0.26,81.601,album
7442,Baby Come Back to Me,2Iov9mHNgKuL1oxePM2hZM,"('Kane Brown',)","('3oSJ7TBVCWMDMiYjXNiCKE',)",56,226.693,0.538,0.812,-5.776,1,0.0193,0.484,81.062,album
7443,Hubiera Sido Como Tú - Versión Cumbia,3ZUekmxEsRAM6Y88ooAyxU,"('Banda El Recodo',)","('6AcOTCYBMvjKYy4zms0kaC',)",28,167.933,0.74,0.541,-5.494,0,0.436,0.826,158.041,single
7444,Obsession,61HHdIlDFj7Jxo9Fwym21d,"('Joywave',)","('1UfzhwcOR4yfX7yHTPfC9m',)",57,186.52,0.656,0.838,-4.958,0,0.00626,0.877,101.982,single
7445,Hurt Me Now,0Gdvqb0cq9XB4lByklezBm,"('Quinn Lewis',)","('5n69lhq7BLWqnSjJgNPRh4',)",57,185.766,0.559,0.465,-7.713,1,0.732,0.308,89.129,single
7447,Wait For You (feat. Maia Wright),22HcvuzkxfabXuU3wnDq03,"('Mike Williams', 'Maia Wright')","('3IpvVrP3VLhruTmnququq7', '5qQFXHDOeYjiZVrCUO56Pk')",0,172.909,0.517,0.733,-4.075,0,0.224,0.426,109.939,compilation
7448,Wait Another Day,3UkKKOiyPuyXq2pclDp0rs,"('Mike Williams', 'Mesto')","('3IpvVrP3VLhruTmnququq7', '0RViEWnZO2VhmY4oI0PhF9')",0,179.217,0.727,0.912,-3.594,0,0.0272,0.671,126.023,compilation
7449,Kylie,6a2OWBrhF0bZyWI3S75Rvl,"('Mike Williams', 'Dastic')","('3IpvVrP3VLhruTmnququq7', '1wdU1J2NHzcDYarT7jEU2A')",0,158.709,0.753,0.912,-2.636,0,0.145,0.702,124.062,compilation
7450,Linda,06fOJTNxMO7CoqXeSOpeZh,"('Projota', 'ANAVITÓRIA')","('2zGf6lwQ9PxXdoeo5XXP2K', '1sPg5EHuQXTMElpZ4iUgXe')",2,175.27,0.781,0.706,-3.344,1,0.0323,0.709,146.002,album
7452,Sígueme - Remix,3pAwh9JxSJxWyUy3BUBPb4,"('Feid', 'Sech')","('2LRoIwlKmHjgvigdNGBHNo', '77ziqFxp5gaInVrF2lj4ht')",70,202.546,0.753,0.522,-5.649,0,0.618,0.651,174.016,single
7454,Sei Lá,6l5j9dAqspK6p0aMtLG6r6,"('Projota', 'Vitão')","('2zGf6lwQ9PxXdoeo5XXP2K', '06lnOkY99sXVW44Y0M4BDP')",0,190.363,0.661,0.43,-8.738,1,0.519,0.962,151.955,album
7456,Rush,2xrW6sZRmahuSAQMxO4BmJ,"('The Score',)","('2q3GG88dVwuQPF4FmySr9I',)",60,176.443,0.7,0.703,-4.794,0,0.0104,0.338,90.018,single
7457,All Rivers,5bw8YBybhZA37RZKjZ2voM,"('Static Garden',)","('3uuH2jEYv8ZArIf83io4hN',)",63,237.0,0.298,0.204,-23.391,0,0.971,0.163,77.491,single
7458,With Ease,6Dqx0dcqEeq0IDAv2sUkxh,"('Billy Marchiafava', 'bbno$', 'ANH')","('27foDL8SBDLivhZNlDsAza', '41X1TR6hrK8Q2ZCpp2EqCz', '1kmyK4B8GpPz1nHI2MvOSO')",58,138.666,0.885,0.587,-7.652,1,0.182,0.926,90.018,single
7459,Sex Drive,0s8vpu2GVH8MNX2Er3xNYt,"('Machine Gun Kelly',)","('6TIYQ3jFPwQSRmorSezPxX',)",59,123.167,0.531,0.343,-10.619,1,0.116,0.102,95.014,album
7461,You Destroyed My Heart,0NlQzhVJtvfvZI0IYkz4eM,"('King Princess',)","('6beUvFUlKliUYJdLOXNj9C',)",58,220.746,0.439,0.858,-4.645,0,0.187,0.767,203.911,album
7462,Flashbacks,1zv2bVCoZL8RyjBhna1NdV,"('Chris Brown',)","('7bXgB6jMjp9ATFy66eO08Z',)",61,172.813,0.526,0.544,-5.319,0,0.529,0.48,149.908,album
7463,HAHAHA!,3gD0iITbJlLsQlQpkJ2jYy,"('Ugly God',)","('3Fdm9TFJQCLmC3AWMuGExi',)",56,89.769,0.934,0.503,-8.923,1,0.385,0.812,134.967,album
7464,Malas Intenciones,4FWhPJjc9FMRCCFc038uEz,"('Lunay',)","('47MpMsUfWtgyIIBEFOr4FE',)",64,176.062,0.624,0.685,-1.205,1,0.431,0.433,176.001,album
7465,Why You Crying Mama,03Q1Tz2OxlA3sRrbXxmG3V,"('NAV',)","('7rkW85dBwwrJtlHRDkJDAC',)",57,253.172,0.74,0.454,-7.521,1,0.424,0.412,76.507,album
7466,OK (feat. Lil Durk),1Kg99KJWHMNn0IgnEwvWR0,"('NAV', 'Lil Durk')","('7rkW85dBwwrJtlHRDkJDAC', '3hcs9uc56yIGFCSy9leWe7')",57,169.04,0.796,0.637,-6.102,0,0.0391,0.403,80.011,album
7467,One Night (feat. Raphaella),4QUA94c3ycZm8dnpPih4sf,"('MK', 'Sonny Fodera', 'Raphaella')","('1yqxFtPHKcGcv6SXZNdyT9', '39B7ChWwrWDs7zXlsu3MoP', '3rJPS8fYBokXpYw1mS9wr0')",65,161.883,0.486,0.896,-6.189,0,0.0015,0.195,123.967,single
7468,Want Me Back,7IoV5eGR85wUOXjninlmNu,"('BENEE',)","('0Cp8WN4V8Tu4QJQwCN5Md4',)",64,234.04,0.541,0.646,-6.451,1,0.558,0.47,84.832,single
7469,"Aleman: Bzrp Music Sessions, Vol. 15",7xRWmHZ2wt3zDgM5mAL0JU,"('Bizarrap', 'Aleman')","('716NhGYqD1jl2wI1Qkgq36', '4QFG9KrGWEbr6hNA58CAqE')",80,174.178,0.813,0.884,-4.817,1,0.128,0.646,126.892,single
7471,El Poder De Tus Manos,1Q8vl7Uja3e4K9OFNqNPfI,"('Intocable',)","('108moq3rq6bm1M4Ypz0J02',)",0,181.8,0.57,0.706,-7.235,1,0.395,0.842,90.722,album
7472,Fuerte No Soy,2BnjytRwIH89EBQdMvrInJ,"('Intocable',)","('108moq3rq6bm1M4Ypz0J02',)",0,267.533,0.66,0.441,-11.02,0,0.15,0.449,125.666,album
7473,She Took the Kids,6ZIHglHONC4zZflon2Nihm,"('Yung Nugget', 'Shotgun Willy', 'Yung Craka')","('4gJ4W3vOTBO6VqOM0MtN2H', '7Gz6VlTVwlNtBNMYV4OI3w', '1V2sJvNlPQYSO4Kf6GC3if')",58,129.937,0.811,0.196,-19.648,0,0.323,0.386,119.96,single
7474,Nocturna,7qRZggNnsAtoGCgKdFkwLS,"('Nio Garcia', 'Bryant Myers')","('5hdhHgpxyniooUiQVaPxQ0', '6w9ToX5slZ4uIdmD17hJ3c')",68,232.029,0.486,0.771,-6.664,0,0.602,0.722,180.018,single
7477,be here now,0xOlVRUewjWRZqyYFdOr7W,"('chief.',)","('0HCAzT0cSCpiNje7AcAQaD',)",60,130.178,0.664,0.116,-17.59,0,0.255,0.125,77.061,album
7478,Sunday Night Thunder,10IftqX1oBDG0W0Q9cpDxd,"('Microdynamic Recordings',)","('3zG3fwEK20npYHIYooztq9',)",57,168.583,0.0921,0.867,-18.837,1,0.0106,0.0253,88.747,single
7479,If I Ever,1985Jqs7LwfA7ZfzMHU0XJ,"('Young Dolph', 'Key Glock')","('3HiuzBlSW7pGDXlSFMhO2g', '0RESbWvOMyua0yuyVrztJ5')",55,189.693,0.812,0.725,-5.386,1,0.137,0.889,132.008,album
7480,Rose Garden,37I8L2Cx6PScWXn0tkN4wV,"('Kupla',)","('7daSp9zXk1dmqNxwKFkL35',)",61,126.28,0.669,0.537,-10.599,0,0.253,0.725,155.99,album
7481,Hustle Loyalty Respect,0qER2vSi5TcTy5b3yKu84x,"('Yung Bandz',)","('0eJjjI18SRcaN5xXZgQwuj',)",54,62.484,0.819,0.715,-8.808,0,0.07,0.119,98.041,single
7482,Cap A Lot,3iSLtUIKsnwHvN8rxnikkN,"('Fredo Bang',)","('4yTmEo2clwWq2jwelvqgVv',)",56,122.373,0.857,0.58,-8.32,1,0.0089,0.527,156.039,single
7483,Unstoppable Changes,3i0emtsR3mwlVGXSDDiUdx,"('Sebastian Zawadzki',)","('5UYaW3kkkyj483LiCOleBH',)",60,224.042,0.36,0.0286,-30.293,1,0.984,0.116,90.566,album
7484,FUCK ERRBODY,4PpyUPUOviRLYYN47DxN3M,"('Comethazine',)","('1iJdyDcY98X3GMnUesl7tf',)",56,126.789,0.922,0.472,-8.369,0,0.0071,0.24,130.015,album
7485,My Light,6qJ93KSPxOUxwWruzNJSvs,"('Kaskade', 'Lipless')","('6TQj5BFPooTa08A7pk8AQ1', '0XmmX4fE4SiRMu3ICsP5sA')",23,218.716,0.64,0.841,-7.961,1,0.118,0.164,121.976,single
7487,Intuition,0rWr2ow9zyk183w8bIFIKo,"('Mae Ji-Yoon',)","('7xt9s2tSwZnZrgwQh3kL1M',)",61,131.697,0.637,0.198,-21.07,1,0.994,0.701,135.749,single
