,Track_Name,Track_Id,Artists_All,Artists_IDs,popularity,LengthOfTrack_sec,danceability,energy,loudness,mode_Major1happier,acousticness,valence,tempo,album_type
1508,Dirt We Were Raised On,4mHJhT7DRwaiknbV09D8KU,"('Jason Aldean',)","('3FfvYsEGaIb52QPXhg4DcH',)",4,216.146,0.258,0.816,-5.739,0,0.00355,0.531,205.057,album
1509,Talk About Georgia,5ALPzPUKl3Np5BrYTFs4Pb,"('Jason Aldean',)","('3FfvYsEGaIb52QPXhg4DcH',)",6,164.786,0.434,0.889,-4.243,1,0.0232,0.527,154.088,album
1510,One For The Road,5Il5NxSYq0nN9pX90GvZ3K,"('Jason Aldean',)","('3FfvYsEGaIb52QPXhg4DcH',)",5,191.12,0.457,0.685,-6.338,1,0.0373,0.468,145.992,album
1511,Tattoos and Tequila,6227mXo8lJlRv0CNNpFakj,"('Jason Aldean',)","('3FfvYsEGaIb52QPXhg4DcH',)",18,190.093,0.254,0.814,-3.534,0,0.00304,0.53,176.096,album
1512,Came Here To Drink,6Lj79x42WRIncq7Mt12WIr,"('Jason Aldean',)","('3FfvYsEGaIb52QPXhg4DcH',)",6,182.786,0.535,0.596,-8.37,1,0.157,0.506,124.053,album
1513,We Back,6UL2RC5J2vMau9KOMKQfJg,"('Jason Aldean',)","('3FfvYsEGaIb52QPXhg4DcH',)",5,197.16,0.433,0.928,-5.117,0,0.0135,0.552,155.938,album
1514,Keeping It Small Town,7752p1ecAeFcvaL6lEbZF0,"('Jason Aldean',)","('3FfvYsEGaIb52QPXhg4DcH',)",4,162.093,0.56,0.683,-4.987,1,0.0304,0.875,133.063,album
1515,Champagne Town,77ZZ0aKE7Wh22k8gqo5olB,"('Jason Aldean',)","('3FfvYsEGaIb52QPXhg4DcH',)",5,191.52,0.421,0.6,-4.073,1,0.0429,0.542,148.105,album
1516,El De Las Dos Pistolas,3BvGcHKkSKRdkathkvvxRp,"('Abraham Vazquez', 'T3R Elemento', 'Los de la O')","('063Vp9es6lLAbFUDtIAkFD', '34nbQa7Hug9DYkRJpfKNFv', '5IUHqCKGttBbtZ0h1Fv4xU')",71,167.288,0.614,0.793,-3.788,1,0.432,0.748,105.228,single
1517,Lil Baby,1MGWgLxUXDodD8Tw8TFppN,"('Young Thug',)","('50co4Is1HCEo8bhOyUWKpn',)",67,201.893,0.848,0.455,-9.568,1,0.00252,0.66,163.004,album
1519,Buy My Own Drinks,3WBY2lhKzkxaG5bNscQrOG,"('Runaway June',)","('7yPbJOX7olhT3ynAyuj3Zl',)",67,206.293,0.686,0.9,-4.406,1,0.068,0.962,155.963,album
1520,MOOO!,043dDJ9u0PQ3ooAXMgcwOe,"('Doja Cat',)","('5cj0lLjcoR7YOSnhnX0Po5',)",68,285.053,0.869,0.532,-7.186,1,0.517,0.509,89.004,album
1521,Tip Toes (feat. Quavo),6001xXfECxjyKrrbbRF0Vl,"('Saweetie', 'Quavo')","('6cK3NBO6uP7hh0oyuVELFl', '0VRj0yCOv2FXJNP47XQnx5')",66,171.235,0.911,0.636,-6.202,1,0.00856,0.431,88.956,album
1522,Que Le De,08aYFNUTIOMGq93e2VSArQ,"('Rauw Alejandro', 'Nicky Jam')","('1mcTU81TzQhprhouKaTkpq', '1SupJlEpv7RS2tPNRaHViT')",78,225.6,0.77,0.75,-2.715,1,0.19,0.609,99.997,single
1525,Velitas,7q3NthaBqFI6s0WnAlnIvq,"('Darell', 'Brytiago')","('1TtXnWcUs0FCkaZDPGYHdf', '00XhexlJEXQstHimpZN910')",83,225.542,0.819,0.596,-7.009,1,0.225,0.622,165.951,single
1527,shut up,65mPCrY32YMQlBnmWVrKNa,"('Greyson Chance',)","('0Qnx1MPnHYt3jJCYrRFVwX',)",69,170.363,0.821,0.448,-4.33,1,0.296,0.45,105.006,album
1528,Adios,5uHl2eYaITSX6xEX8bmaXy,"('EVERGLOW',)","('3ZZzT0naD25RhY2uZvIKkJ',)",77,189.146,0.633,0.706,-5.137,0,0.000587,0.399,128.187,single
1529,GINGER,1Uo7reO6I2yQ1q36ZPuNf7,"('BROCKHAMPTON',)","('1Bl6wpkWCQ4KVgnASpvzzA',)",69,234.173,0.748,0.715,-5.137,1,0.249,0.226,130.087,album
1530,I'm Scared (feat. 21 Savage & Doe Boy),3uW1lWgdTN494vIxu3R9Or,"('Young Thug', '21 Savage', 'Doe Boy')","('50co4Is1HCEo8bhOyUWKpn', '1URnnhqYAYcrqrcwql10ft', '6aLoJJxz7MV2iZ423S8tJC')",67,200.733,0.909,0.414,-7.316,1,0.00333,0.138,146.004,album
1531,Bow Down,5qD3Qv8Wu3r5uRD0DahcZy,"('I Prevail',)","('3Uobr6LgQpBbk6k4QGAb3V',)",69,242.68,0.426,0.959,-4.95,1,5.36e-05,0.372,155.01,album
1534,"My Family - from ""The Addams Family""",62rchuhJrm5JSlIfHz7cH3,"('Migos', 'KAROL G', 'Snoop Dogg', 'Rock Mafia')","('6oMuImdp5ZcFhWP0ESe6mG', '790FomKkXshlbRYZFtlgla', '7hJcb9fa4alzcOq3EaNPoG', '4pzAvicKWenQtv9zIQim47')",71,177.352,0.782,0.775,-4.49,0,0.309,0.882,135.968,single
1535,Circle Of Bosses (feat. Quavo),5UmRDaMPkV6g2HVMWoKx8u,"('Young Thug', 'Quavo')","('50co4Is1HCEo8bhOyUWKpn', '0VRj0yCOv2FXJNP47XQnx5')",68,179.466,0.899,0.488,-7.404,0,0.00938,0.542,150.04,album
1536,Valentine,4JRK0vJYbQGUswxlsiGeSt,"('YK Osiris',)","('7meyrw7Or5DwteYxDJrkCM',)",66,206.84,0.767,0.54,-7.307,1,0.13,0.455,120.011,album
1537,Prince Ali,1Pt2STlAgfB1CiEV8mf3CN,"('Will Smith',)","('41qil2VaGbD194gaEcmmyx',)",72,209.666,0.409,0.765,-5.674,0,0.0574,0.365,97.383,compilation
1538,CrasH,6BKAKoo7J2vwJGZJs5dhGD,"('ScHoolboy Q',)","('5IcR3N7QB1j6KBL8eImZ8m',)",69,161.48,0.825,0.644,-6.001,1,0.0311,0.79,132.019,album
1543,scared,6r2JV75tE0vNgNCv4HKsBC,"('Jeremy Zucker',)","('3gIRvgZssIb9aiirIg0nI3',)",71,207.52,0.583,0.075,-15.843,1,0.933,0.347,108.418,single
1552,Girls Love Beyoncé (feat. James Fauntleroy),56NDFbD0tCUawnqeU2wcvv,"('Drake', 'James Fauntleroy')","('3TVXtAsR1Inumwj472S9r4', '5ooSG9S0glqP5ZrqqaHBvT')",68,225.011,0.619,0.489,-11.25,0,0.782,0.328,126.046,album
1555,Simon Says (feat. Juicy J),4l2maonUDTMvGGT4bmkB3h,"('Megan Thee Stallion', 'Juicy J')","('181bsRPaVXVlUKXrxwZfHK', '5gCRApTajqwbnHHPbr2Fpi')",66,200.122,0.909,0.815,-4.72,1,0.0102,0.49,91.979,album
1556,Blessed,3hhSnbFhuGnXieFa1ql61R,"('Thomas Rhett',)","('6x2LnllRG5uGarZMsD4iO8',)",67,214.173,0.536,0.496,-6.027,1,0.314,0.497,175.007,album
1557,SUPERPOSITION,45PxuJqJBnPXZKLxoo9Apj,"('Daniel Caesar', 'John Mayer')","('20wkVLutqVOYrc0kxFs7rA', '0hEurMDQu99nJRq8pTxO14')",69,263.794,0.589,0.279,-11.209,1,0.911,0.333,115.656,album
1558,Sad Songs In The Summer,1MijKOgtIl3uK70qYrZnoy,"(""Olivia O'Brien"",)","('1QRj3hoop9Mv5VvHQkwPEp',)",66,178.0,0.55,0.808,-4.44,1,0.213,0.497,137.935,single
1559,Rumors (feat. ZAYN),6XjNLIoUiU2XKdbNp7PvHl,"('Sabrina Claudio', 'ZAYN')","('30DhU7BDmF4PH0JVhu8ZRg', '5ZsFI1h6hIdQRw2ti0hz81')",71,226.003,0.602,0.707,-5.372,0,0.178,0.483,172.034,album
1560,Never Is Enough,3DIRkZsEx7zFl6ow9qsyHz,"('iann dior',)","('6ASri4ePR7RlsvIQgWPJpS',)",68,134.0,0.733,0.54,-4.522,0,0.38,0.642,96.03,album
1561,Drinking Problem,24YuYC6OnFqgSrc5eaMGcB,"('Arizona Zervas', '27CLUB')","('0vRvGUQVUjytro0xpb26bs', '75FDYkuEWuVAYlrghPNi4z')",69,155.893,0.514,0.712,-7.281,1,0.428,0.487,76.393,single
1562,JT First Day Out,0Otdui0avqjOxuCAzC7Jfc,"('City Girls',)","('37hAfseJWi0G3Scife12Il',)",66,187.679,0.695,0.602,-7.178,1,0.228,0.541,94.07,single
1563,I Lost a Friend,49MMefftWPcltNP4OOJGSs,"('FINNEAS',)","('37M5pPGs6V1fchFJSgCguX',)",71,237.02,0.453,0.209,-11.917,1,0.587,0.216,169.316,single
1564,Freaky Dancer (feat. DaBaby),7DOJelSvOL3A3sByy4FtpO,"('YK Osiris', 'DaBaby')","('7meyrw7Or5DwteYxDJrkCM', '4r63FhuTkUYltbVAg5TQnk')",66,156.026,0.834,0.81,-4.128,0,0.121,0.73,75.033,single
1565,Light It Up (with Tyga & Chris Brown),4Q8aDd3H6LF8t4eY7So9O8,"('Marshmello', 'Tyga', 'Chris Brown')","('64KEffDW9EtZ1y2vBYgq8T', '5LHRHt1k9lMyONurDHEdrp', '7bXgB6jMjp9ATFy66eO08Z')",73,137.448,0.81,0.625,-3.593,0,0.0407,0.598,100.019,single
1566,Cold,5jYe1mOKg5zUx0enf1DOdz,"('Boy In Space', 'unheard')","('0xu4jAQQv7ZAqvFGdc9HgP', '4yUqy7ZriHOrcenY7R63et')",70,203.538,0.711,0.412,-6.827,1,0.184,0.186,130.015,single
1567,Quite Miss Home,2deFH5zveEBEUuURpqTN3C,"('James Arthur',)","('4IWBUUAFIplrNtaOHcJPRM',)",78,243.186,0.578,0.43,-6.396,1,0.608,0.156,136.824,album
1568,Hay Niveles,1k0q2JsDxlakLdeHPNqfWn,"('Esteban Gabriel',)","('6RPeBghYnSwGV6FOw7huuN',)",66,122.111,0.658,0.621,-5.859,0,0.274,0.857,109.96,single
1569,Get Stüpid,4PMLEEYw4mblYsPlDSHKyu,"('bülow',)","('5vBrKGOjN10BMwB0cJADj4',)",69,172.8,0.843,0.797,-4.597,0,0.202,0.613,109.973,single
1570,Bankroll (feat. AJ Tracey),4PZNAlmwxplBzhWiuial9D,"('Lil Mosey', 'AJ Tracey')","('5zctI4wO9XSKS8XwcnqEHk', '4Xi6LSfFqv26XgP9NKN26U')",69,164.986,0.787,0.54,-9.803,1,0.281,0.492,99.015,album
1571,Funny How,5hG6FDVwTMi7JFwmCZfm2l,"('Kevin Gates',)","('1gPhS1zisyXr5dHTYZyiMe',)",65,177.662,0.785,0.531,-7.178,0,0.0904,0.614,77.041,album
1572,Degenerates,77Ht6FFAeyHgKl6X87mnTk,"('A Day To Remember',)","('4NiJW4q9ichVqL1aUsgGAN',)",68,184.893,0.426,0.946,-3.089,0,6.92e-05,0.433,174.052,single
1573,Bonita,0gcOnIUKIG6JF56iFUfE0p,"('Juanes', 'Sebastian Yatra')","('0UWZUmn7sybxMCqrw9tGa7', '07YUOmWljBTXwIseAUd9TW')",82,147.493,0.745,0.881,-2.587,1,0.255,0.961,157.985,single
1574,Case 19 (feat. 6ix9ine),4iO6aCCNBAN2TGTD5JYIiq,"('Jasiah', '6ix9ine')","('7502fDxg339jvGV08Jd4R0', '7gZfnEnfiaHzxARJ2LeXrf')",68,124.032,0.864,0.729,-4.621,1,0.00908,0.285,101.991,album
1575,Autonomous Prospect,3Y2OkyO2dpNCAPb9z8lFhm,"(""Sheila's Disciples"",)","('6fVRZUOhSnwc3dtmooHbkO',)",69,254.117,0.187,0.0749,-25.567,0,0.961,0.0643,136.606,single
1576,These Days,6U4S5Fcy4sNgYnKPh6LLdh,"('MacKenzie Porter',)","('6nXco5Q3cJJ0ZutnBOsSpq',)",67,172.754,0.463,0.778,-3.013,1,0.413,0.424,175.888,single
1577,ICY,7zFBtYAVURF3bUVqEQ6UUu,"('ITZY',)","('2KC9Qb60EaY0kW4eH68vr3',)",76,191.142,0.801,0.904,-2.819,1,0.0324,0.814,124.979,single
1578,WAM,4uU6WpUiOHLxMzXD7eVzyK,"('A$AP Ferg', 'MadeinTYO')","('5dHt1vcEm9qb8fCyLcB3HL', '5SyGEPymt1G2uto47tVWvZ')",67,161.999,0.837,0.626,-4.697,0,0.0675,0.114,95.987,single
1579,As She Awakens,1tZxzyEBPmsMTOpc6t005r,"('Leerseite',)","('7l8dnU5tDk33Zw78dgfwi5',)",70,195.428,0.289,0.0386,-24.586,1,0.982,0.0395,68.734,single
1580,MALA SANTA,5e50NiIlOc2YJIftHzoehd,"('Becky G',)","('4obzFoKoKRHIphyHzJ35G3',)",75,173.826,0.851,0.701,-3.649,1,0.311,0.527,98.039,album
1581,Good Grace - Live,7nzmXUrZwSOJPNmV0mOmEn,"('Hillsong UNITED',)","('74cb3MG0x0BOnYNW1uXYnM',)",65,353.546,0.425,0.695,-7.93,1,0.00438,0.243,142.11,album
1582,Ecstasy (feat. Machine Gun Kelly),1yBbxDXEfr8boXM1ubvBHi,"('Young Thug', 'Machine Gun Kelly')","('50co4Is1HCEo8bhOyUWKpn', '6TIYQ3jFPwQSRmorSezPxX')",67,178.24,0.826,0.691,-6.557,1,0.000541,0.603,162.966,album
1583,Dream Voucher,2T6wyxLBkQ4Y2ZjTbpuYfr,"('Rannar Sillard',)","('3WIjOR36QpKStT6hfxguh5',)",70,155.039,0.302,0.101,-19.705,1,0.943,0.213,106.904,single
1584,Can't Get Enough,2JE5GKcVpWfJKXJZrtTwzI,"('Tiësto', 'Mesto')","('2o5jDhtHVPhrJdv3cEQ99Z', '0RViEWnZO2VhmY4oI0PhF9')",0,166.487,0.732,0.817,-4.979,1,0.018,0.332,126.064,compilation
1585,Acordeão,6QawhVUoipj9KQSfdUFOod,"('Tiësto', 'MOSKA')","('2o5jDhtHVPhrJdv3cEQ99Z', '1rVo9h17cHhWerDiZj0yXH')",0,131.204,0.552,0.887,-3.812,1,0.0457,0.783,125.229,compilation
1586,BOOM,7DdECe51ZamBGRuH08pJPV,"('Tiësto', 'Sevenn', 'Gucci Mane')","('2o5jDhtHVPhrJdv3cEQ99Z', '7bNqXqIrIfwJnipx7oGeU4', '13y7CgLHjMVRMDqxdx0Xdo')",0,179.512,0.886,0.84,-3.386,1,0.0164,0.203,123.035,album
1587,Life In The City,5WyL4ZuwJ06qVd8X5bf2b5,"('The Lumineers',)","('16oZKvXb6WkQlVAjwo2Wbg',)",65,231.36,0.743,0.57,-7.376,1,0.506,0.273,97.005,album
1588,Shrike,083PU4XnYAOMAGVruma3vb,"('Hozier',)","('2FXC3k01G6Gw61bmprjgqS',)",66,298.88,0.506,0.275,-8.464,0,0.494,0.0639,153.769,album
1589,Better,339Y993TrFyWyO438be0RY,"('Khalid',)","('6LuN9FCkKOj5PcnpouEgny',)",70,229.4,0.692,0.552,-9.543,0,0.0503,0.15,98.028,album
1590,Cigarettes On Patios,44yeuXXaEnaK5Cugptf7GH,"('BabyJake',)","('07Asx51VtMw5kbNXKrpZlq',)",66,207.813,0.754,0.725,-5.783,1,0.319,0.597,140.011,single
1591,Thinking,4KIIzdrFS4U21IeaMTATDi,"('NF',)","('6fOMl44jA4Sp5b9PpYCkzz',)",68,192.12,0.57,0.531,-5.82,1,0.26,0.557,109.787,album
1593,Soldier,00f9VGHfQhAHMCQ2bSjg3D,"('James TW',)","('0B3N0ZINFWvizfa8bKiz4v',)",72,224.72,0.496,0.639,-6.157,1,0.28,0.305,147.764,album
1594,Another Place,2Fn4gZI3MAeWTiv7cSVxZQ,"('Bastille', 'Alessia Cara')","('7EQ0qTo7fWT7DPxmxtSYEc', '2wUjUUtkb5lvLKcGKsKqsR')",75,213.51,0.685,0.742,-5.409,1,0.22,0.618,115.008,single
1595,Can You Feel the Love Tonight,1zSKtBze2IReYU44W0lDzd,"('Beyoncé', 'Donald Glover', 'Billy Eichner', 'Seth Rogen')","('6vWDO969PvNqNYHIOW5v0m', '7tlzFDl81KD9RL045ewyIA', '0FVsUxcFSlxwIM7Qs31s6J', '7xX39IyguhWsTIg4eU2reH')",73,182.613,0.337,0.331,-10.16,1,0.657,0.35,103.203,album
1597,Arriving,0VZSqwbrOlZxOEakvAQX5a,"('Hilder Sky',)","('4VtFCdJXVb9aKGq8Pt5dZQ',)",69,145.474,0.281,0.00943,-22.661,1,0.995,0.0384,70.348,single
1598,Racks (feat. YBN Cordae),2rTjKV5wbfROo0nOzO1wHq,"('H.E.R.', 'YBN Cordae')","('3Y7RZ31TRPVadSFVy1o8os', '0huGjMyP507tBCARyzSkrv')",68,222.249,0.72,0.585,-6.099,0,0.11,0.61,114.977,single
1599,Small Town Girl,2QCebkoOldG3sCKxBEX881,"('Seth Alley',)","('03iUAGyJwZiIhAF6PcSoxt',)",66,178.635,0.647,0.734,-5.334,1,0.261,0.346,132.018,single
1600,The Violence,0C5X8RJXZNuGO2CfQJumb5,"('Asking Alexandria',)","('1caBfBEapzw8z2Qz9q0OaQ',)",69,208.395,0.646,0.851,-4.22,0,0.00618,0.333,129.918,single
1601,"Catch The Sun - From ""Queen & Slim: The Soundtrack""",7kex0hl1dCvv6UqqZKGi1t,"('Lil Baby',)","('5f7VJjfbwm532GiveGC0ZK',)",69,182.857,0.531,0.607,-7.339,1,0.183,0.103,82.586,album
1602,Throw It Back,3qc67Hflqzvw3hShw2phgG,"('Missy Elliott',)","('2wIVse2owClT7go1WT98tk',)",68,192.813,0.854,0.637,-5.877,1,0.00332,0.509,158.015,single
1603,IF YOU PRAY RIGHT,56IGGA6VwAbIni6KoN7VC5,"('BROCKHAMPTON',)","('1Bl6wpkWCQ4KVgnASpvzzA',)",68,302.36,0.471,0.496,-9.983,1,0.399,0.569,160.093,album
1605,See Through,1pJzl0YsxaWj6BbPs1mUuQ,"('The Band CAMINO',)","('6d4jrmreCmsenscuieJERc',)",66,181.42,0.577,0.811,-5.123,1,0.0394,0.666,92.002,album
1606,Skylines,3WeYjOyamokKdl3cvQysZq,"('Primer Dia',)","('5kXyMVyXSK2cHnjOja5hRJ',)",69,166.9,0.198,0.125,-22.252,1,0.964,0.0388,95.653,single
1607,Don't Pretend (feat. SAFE),1E6DEDWDKHoOW0fcFuDghV,"('Khalid', 'SAFE')","('6LuN9FCkKOj5PcnpouEgny', '3bnpcWBcvlfq4hPFJjNPbz')",70,165.84,0.697,0.551,-8.833,1,0.258,0.219,89.0,album
1608,She Doesn't Mind - DJ Laszlo Radio Edit,0H0HeengqfCbmmLcrggLuK,"('Sean Paul',)","('3Isy6kedDrgPYoTS1dazA9',)",0,250.115,0.714,0.924,-4.227,1,0.00722,0.592,129.035,album
1609,Get Busy,1Fq6rRQeE8mYw17VWeVkiw,"('Sean Paul',)","('3Isy6kedDrgPYoTS1dazA9',)",0,211.52,0.735,0.846,-3.11,0,0.598,0.725,100.197,album
1610,Give It up to Me - Radio Version,3G25hJl4Agpbf7Jm8Qn59d,"('Sean Paul',)","('3Isy6kedDrgPYoTS1dazA9',)",0,254.146,0.867,0.606,-5.698,1,0.177,0.614,96.174,album
1612,Opps,0b5qHYVFjBXNVa2nYPKx6p,"('JayDaYoungan', 'Yungeen Ace')","('0E3pLs4jXz9tDQGY8m1A1d', '7hj7ffJe6UkF1gsMpuweSI')",65,222.614,0.902,0.475,-9.267,1,0.128,0.584,129.978,album
1613,Scarred From Love,5CFvscpivObLfIVQtHyQxE,"('Quando Rondo',)","('4IprNlQiJZUUJhDl0fL2SL',)",65,207.0,0.652,0.602,-6.6,0,0.224,0.494,167.008,album
1614,Won't Bite (feat. Smino),7k51pIqTGEHHZOnpI11Qq2,"('Doja Cat', 'Smino')","('5cj0lLjcoR7YOSnhnX0Po5', '1ybINI1qPiFbwDXamRtwxD')",67,195.213,0.806,0.783,-3.115,1,0.352,0.593,128.026,album
1616,B.O.M.B.S.,6W5rgkVivgzHJaKeqbpwuB,"('Fabolous',)","('0YWxKQj2Go9CGHCp77UOyy',)",65,184.773,0.859,0.598,-7.049,1,0.421,0.0626,108.973,single
1617,Daphne Blue,2FhJvFKyZng57iVQmFayVw,"('The Band CAMINO',)","('6d4jrmreCmsenscuieJERc',)",66,182.84,0.567,0.925,-2.775,0,0.00239,0.704,118.006,album
1619,Loco,2J9B63FawlTaPdg4eH5X03,"('Beéle',)","('7a0XAaPaK2aDSqa8p3QnC7',)",82,204.0,0.82,0.565,-5.965,1,0.158,0.773,105.11,single
1620,Rule The World (feat. Ariana Grande),1R6VwZ8TuHRzxZUxe88n4I,"('2 Chainz', 'Ariana Grande')","('17lzZA2AlOHwCwFALHttmp', '66CXWjxzNUsdJxJ2JdwvnR')",67,245.893,0.592,0.584,-6.232,0,0.158,0.447,88.073,album
1622,Only Child,4zMmqb0pYwX6b0qc0slCoT,"('Tierra Whack',)","('4lPl9gqgox3JDiaJ1yklKh',)",67,239.324,0.826,0.365,-7.024,1,0.849,0.802,85.244,single
1623,Visions of Sleep and Beyond,3TT0S61x8x2IFUn8lnqjq9,"('Momento',)","('2HD6u9F4pocPtFgmev72AK',)",69,181.875,0.214,0.0667,-25.204,1,0.933,0.0473,71.877,single
1624,Twenty One,1NgCWYuBLfqBDA3b8MgSVU,"('Khalid',)","('6LuN9FCkKOj5PcnpouEgny',)",69,184.2,0.776,0.445,-8.574,1,0.212,0.405,109.981,album
1625,Sextasy,5jlLBqK31dOqXECKn3jlMX,"('Swae Lee',)","('1zNqQNIdeOUZHb8zbZRFMX',)",71,225.036,0.784,0.416,-9.231,1,0.0546,0.259,147.994,single
1626,1000 Nights (feat. Meek Mill & A Boogie Wit da Hoodie),4vIKzWqtn44umal5jXq4wE,"('Ed Sheeran', 'Meek Mill', 'A Boogie Wit da Hoodie')","('6eUKZXaKkcviH0Ku9w2n3V', '20sxb77xiYeusSH8cVdatc', '31W5EY0aAly4Qieq6OFu6I')",73,212.306,0.778,0.59,-5.548,1,0.467,0.515,97.995,album
1627,Midnight Hour with Boys Noize & Ty Dolla $ign,5AFrctm65wWIqJsjHPPx85,"('Skrillex', 'Boys Noize', 'Ty Dolla $ign')","('5he5w2lnU9x7JFhnwcekXX', '62k5LKMhymqlDNo2DWOvvv', '7c0XG5cIJTrrAgEC3ULPiq')",73,199.6,0.849,0.847,-4.349,1,0.0034,0.34,126.018,single
1628,Karma,3VygfAvvgVaJUeaBUSzlZu,"('AJR',)","('6s22t5Y3prQHyaHWUN1R1C',)",64,245.269,0.528,0.727,-5.739,1,0.0557,0.212,155.927,album
1629,Like I Ain't,5dqrgmHHBuUzwYKBXJuIm0,"('Tech N9ne',)","('6UBA15slIuadJ8h2lPRPos',)",67,222.904,0.97,0.71,-5.263,0,0.393,0.777,116.032,album
1630,Spiritual Awakening,5hD7Ezq0E8nwz7z2xNMlVH,"('Tejal Yann',)","('6eGKvCZdc06HkiwZKFlcBY',)",70,234.381,0.0624,0.164,-22.92,1,0.906,0.0396,66.259,single
1631,Riot,4qQVKOnZEYWZIHUMRapsVO,"('Summer Walker',)","('57LYzLEk2LcFghVwuWbcuS',)",67,104.438,0.58,0.0978,-13.519,0,0.624,0.389,170.803,single
1632,16,7jHJ2MzIKO1kIMxGamKRKn,"('Highly Suspect',)","('2pqd3HsfsvcBGtHvPOg6eg',)",67,278.656,0.534,0.621,-5.205,1,0.00124,0.186,91.845,album
1633,Green Light,1UoAvdzaFG3YpMUCwfdIii,"('Lil Durk',)","('3hcs9uc56yIGFCSy9leWe7',)",66,142.982,0.806,0.825,-4.401,0,0.0198,0.613,145.89,album
1634,You Can't Save Me,5LKzqs734Xs528hqK8bGS1,"('SiR',)","('3QTDHixorJelOLxoxcjqGx',)",68,174.946,0.623,0.585,-7.895,1,0.0628,0.538,158.273,album
1635,Dark Out,0RPLQ0S48GhCE0x1rPqFAw,"('Global Dan', 'Global AzN')","('1lzugG0lqNh9nP6Fp2zG3c', '29qumw7sEmz88PO90cUOHG')",67,180.08,0.552,0.733,-6.626,1,0.0461,0.333,159.818,album
1636,Lost in the Clouds,199TOFLcLwoW2knx6OTC0l,"('Zen Gaya',)","('5zC4k86g6y3NsIvUwFVX1G',)",70,204.447,0.155,0.0276,-24.866,1,0.982,0.122,69.694,single
1637,Cuz I Love You,6YdQgWSpsxhVeX6Xmv3IFJ,"('Lizzo',)","('56oDRnqbIiwx4mymNEv7dS',)",67,179.978,0.566,0.66,-4.039,1,0.0156,0.52,162.159,album
1638,Blind Leading The Blind,2WbrVeftLDcSAfQBHxA9P4,"('Mumford & Sons',)","('3gd8FJtBJtkRxdfbTu19U2',)",65,224.703,0.554,0.81,-5.791,0,0.124,0.23,104.181,single
1639,Piensan,0i9oiUkWOgvtnjkr0fa3XN,"('Myke Towers',)","('7iK8PXO48WeuP03g8YR51W',)",83,173.451,0.677,0.722,-4.443,0,0.538,0.786,172.0,single
1640,Mover Awayer,1yyIxshSIfW89EPTW0xkPH,"('Hobo Johnson',)","('05SdqPzK4m3k1ljK2wrTSP',)",66,215.803,0.703,0.636,-5.737,0,0.026,0.648,136.949,album
1641,W2LEEZY,20Qzs32nMoi0qlaOqEObPd,"('Justin Rarri',)","('7atuUUktuP1wDbkkgdNvxI',)",67,196.428,0.665,0.487,-7.928,0,0.499,0.523,140.059,single
1642,Before I Let Go - Homecoming Live Bonus Track,7LikBkHerFGZ58QHVOKp1t,"('Beyoncé',)","('6vWDO969PvNqNYHIOW5v0m',)",68,240.776,0.713,0.842,-5.424,0,0.0686,0.435,102.968,album
1644,Soy de Michoacan,5ZwLG5AaxZuRLoIBZE5KR4,"('Fuerza Regida', 'LEGADO 7')","('0ys2OFYzWYB5hRDLCsBqxt', '7yCGrS6Xh3UngvY6Ad5sMJ')",69,162.375,0.722,0.683,-8.228,0,0.27,0.7,118.045,single
1646,"Joyful, Joyful",2O3EfKvHDndVDfVUE1ySkZ,"('Pentatonix', 'Jazmine Sullivan')","('26AHtbjWKiwYzsoGoUZq53', '7gSjFKpVmDgC2MMsnN8CYq')",60,234.466,0.539,0.682,-5.476,1,0.133,0.393,110.933,album
1647,Flowers,14xJYn35NZzLEZ2D1AfGRG,"('iann dior',)","('6ASri4ePR7RlsvIQgWPJpS',)",67,114.359,0.527,0.63,-7.67,1,0.478,0.426,169.986,album
1648,Falling For Boys,5AmTHXOp1sTFkYZBRBQ7zt,"('Julia Michaels',)","('0ZED1XzwlLHW4ZaG4lOT6m',)",69,183.72,0.646,0.485,-6.647,1,0.501,0.408,148.13,album
1649,Ice (feat. Gunna & Lil Baby),6KCt9V6Lev0M04rFUj8ANC,"('Gucci Mane', 'Gunna', 'Lil Baby')","('13y7CgLHjMVRMDqxdx0Xdo', '2hlmm7s2ICUX0LVIhVFlZQ', '5f7VJjfbwm532GiveGC0ZK')",66,177.243,0.861,0.52,-5.498,0,0.193,0.384,153.899,album
1650,Bailemos,1ScD7XQYCKmJ3fdNh71lUE,"('Manuel Turizo', 'Sech')","('0tmwSHipWxN12fsoLcFU3B', '5UB3t3zvQFuSVlT5uTmrzC')",79,206.294,0.772,0.626,-5.107,0,0.132,0.895,169.934,album
1651,7empest,0gGfmw4csswZmFPj9YK8GW,"('TOOL',)","('2yEwvVSSSUkcLeSTNyHKh8',)",70,943.528,0.323,0.803,-7.397,1,7.35e-05,0.386,144.755,album
1652,Harleys In Hawaii - Win and Woo Remix,0n6b1rFzDJlFmTG7hyncxh,"('Katy Perry', 'Win and Woo')","('6jJ0s89eD6GaHleKKya26X', '2KPQ6PYAZapLEwMmkzbQxC')",40,206.25,0.613,0.558,-7.881,0,0.0454,0.489,79.95,single
1653,X,5YUyW9opqNsMSEzzecZih1,"('Nicky Jam', 'J Balvin')","('1SupJlEpv7RS2tPNRaHViT', '1vyhD5VmyZ7KMfW5gqLgo5')",76,172.854,0.594,0.749,-5.298,0,0.0338,0.694,179.968,album
